2212,02/04/2016 3:00,0.00815,0.03076,0.03924,0.302,0.00078,14.068,MS,10.719,3.027,MS,2.05,269.179,0.00045,0.0003,0.00985,0.01048,0.219,0.02016,4.963,MS,MS,9.186,271.202,0.35,10.721,11.447,0.193,25.844,12.928,4.768,60.95,8.423,311.853
2213,02/04/2016 4:00,0.0075,0.03045,0.03826,0.234,0.00149,11.633,MS,7.56,2.798,MS,2.769,168.943,0.0004,0.00015,0.00832,0.00877,0.173,0.02399,3.56,MS,MS,7.428,253.929,0.31,9.048,9.679,0.17,26.237,10.096,3.02,59.033,8.12,315.019
2214,02/04/2016 5:00,0.01449,0.0316,0.04647,0.191,0.0011,11.195,MS,5.681,3.019,MS,2.926,186.568,0.00023,0.00017,0.01353,0.01411,0.181,0.01536,2.164,MS,MS,6.28,248.436,0.399,9.359,10.078,0.196,22.593,7.651,2.402,57.457,8.508,312.382
2215,02/04/2016 6:00,0.00962,0.02915,0.03911,0.173,0.00267,8.069,MS,4.186,3.704,MS,3.559,203.921,0.00043,0.00055,0.01322,0.01408,0.175,0.01618,1.615,MS,MS,7.854,242.355,0.602,9.87,10.81,0.204,22.223,6.687,2.198,58.576,7.761,307.062
2216,02/04/2016 7:00,0.0127,0.02919,0.04227,0.184,0.004,12.011,MS,3.837,5,MS,3.209,204.112,0.0003,0.00147,0.01269,0.01458,0.187,0.01643,1.688,MS,MS,6.735,259.498,1.211,10.725,12.3,0.188,22.453,6.991,2.336,56.91,7.398,305.866
2217,02/04/2016 8:00,0.02754,0.02727,0.05533,0.252,0.00682,9.483,MS,5.196,8.875,MS,0.629,53.539,0.00057,0.00509,0.01301,0.0187,0.202,0.01527,1.825,MS,MS,6.756,239.19,1.949,7.283,9.548,0.194,27.044,5.723,2.27,49.279,8.753,313.491
2218,02/04/2016 9:00,0.01124,0.01722,0.02869,0.144,0.02055,9.295,MS,3.085,15.027,MS,9.711,275.38,0.00068,0.00414,0.00899,0.0136,0.222,0.01964,1.853,MS,MS,5.533,237.603,2.58,5.769,8.646,0.19,29.042,6.091,2.185,41.291,8.529,319.617
2219,02/04/2016 10:00,0.00273,0.00566,0.00846,0.097,0.03398,6.336,MS,2.462,17.648,MS,18.087,288.927,0.00045,0.00199,0.00483,0.00715,0.207,0.02887,1.366,MS,MS,9.184,278.899,1.024,2.215,3.562,0.174,37.409,6.714,2.287,30.497,17.3,297.446
2220,02/04/2016 11:00,0.00102,0.0026,0.0037,0.081,0.03896,5.443,MS,2.907,18.967,MS,19.765,296.479,0.00028,0.00013,0.00146,0.00182,0.146,0.03661,1.269,MS,MS,15.963,290.978,0.522,1.093,1.945,0.151,40.487,4.762,2.261,26.865,21.929,286.144
2221,02/04/2016 12:00,0.00095,0.0024,0.00343,0.08,0.04062,6.307,MS,2.599,20.027,MS,17.376,298.598,0.00042,0.0005,0.00175,0.00248,0.137,0.03838,1.053,MS,MS,15.159,298.58,0.459,0.981,1.761,0.175,41.702,6.085,2.303,24.571,19.626,284.464
2222,02/04/2016 13:00,0.0005,0.00137,0.00194,0.071,0.04232,6.995,MS,2.307,20.862,MS,18.475,298.202,0.00062,0.00095,0.00206,0.0033,0.133,0.03733,1.098,MS,MS,15.443,284.034,0.447,0.876,1.642,0.151,42.252,6.512,2.231,21.692,18.323,288.154
2223,02/04/2016 14:00,0.00066,0.0017,0.00244,0.066,0.04144,7.646,MS,2.499,20.959,MS,22.807,291.695,0.00055,0.00087,0.00191,0.00307,0.125,0.03743,1.22,MS,MS,19.851,282.9,0.334,0.705,1.393,0.116,41.88,5.974,2.475,21.81,23.179,273.906
2224,02/04/2016 15:00,0.0008,0.00217,0.00305,0.072,0.04112,7.359,MS,3.353,20.055,MS,24.711,274.06,0.00138,0.00154,0.00253,0.0044,0.129,0.03728,2.068,MS,MS,24.439,277.581,0.32,0.828,1.484,0.123,42.783,5.83,2.458,23.812,22.737,269.985
2225,02/04/2016 16:00,0.0011,0.00355,0.00473,0.08,0.04156,6.917,MS,2.947,19.79,MS,20.036,283.54,0.00085,0.001,0.00228,0.00353,0.128,0.03822,1.198,MS,MS,18.093,277.578,0.305,1.109,1.754,0.112,43.715,7.293,2.331,23.876,20.902,276.725
2226,02/04/2016 17:00,0.00071,0.00272,0.00354,0.069,0.04299,3.576,MS,4.102,19.809,MS,26.719,286.286,0.00038,0.0002,0.00138,0.00178,0.127,0.03974,1.268,MS,MS,24.3,271.356,0.258,0.657,1.239,0.077,44.298,4.863,3.631,24.252,28.402,273.028
2227,02/04/2016 18:00,0.00063,0.0036,0.00432,0.073,0.04172,1.629,MS,3.983,18.229,MS,30.236,284.18,0.0003,0,0.00143,0.0019,0.131,0.03957,2.135,MS,MS,27.506,278.755,0.255,0.756,1.332,0.097,43.843,5.972,3.938,25.376,28.371,275.695
2228,02/04/2016 19:00,0.00079,0.00407,0.00493,0.074,0.04181,0.448,MS,4.157,17.148,MS,31.232,282.84,0.00023,0,0.00106,0.00143,0.127,0.04024,2.772,MS,MS,28.588,279.651,0.26,0.884,1.475,0.103,43.739,9.524,3.916,27.304,26.916,276.386
2229,02/04/2016 20:00,0.00057,0.00593,0.00657,0.079,0.03905,0.745,MS,2.946,15.063,MS,26.217,289.007,0.00022,0,0.00114,0.00113,0.13,0.03958,2.018,MS,MS,17.881,285.612,0.211,2.581,3.145,0.098,40.727,8.084,2.22,31.868,17.624,286.089
2230,02/04/2016 21:00,0.00014,0.0053,0.00553,0.091,0.03845,-1.074,MS,3.089,13.82,MS,16.446,295.138,0.00042,0,0.00203,0.00213,0.136,0.03779,2.753,MS,MS,15.629,285.656,0.383,6.836,7.574,0.106,34.499,7.329,2.732,37.262,9.822,302.639
2231,02/04/2016 22:00,0.00013,0.00712,0.0073,0.107,0.03508,-1.608,MS,3.612,12.479,MS,12.167,316.106,0.00028,0,0.00242,0.00278,0.142,0.03539,2.765,MS,MS,10.438,288.513,0.364,7.605,8.342,0.132,32.503,6.55,3.183,41.557,8.521,291.099
2232,02/04/2016 23:00,0.00014,0.00775,0.00794,0.106,0.03379,7.652,MS,3.212,11.456,MS,9.551,305.112,0.00038,0,0.00376,0.00373,0.161,0.0334,3.169,MS,MS,7.26,284.805,0.34,6.495,7.192,0.144,32.259,8.063,3.128,45.377,9.285,292.606
2233,03/04/2016 0:00,0.00013,0.00935,0.00953,0.116,0.03155,6.987,MS,3.292,10.492,MS,7.696,307.415,0.00032,0,0.00349,0.00355,0.156,0.03294,3.442,MS,MS,6.611,285.836,0.303,8.016,8.684,0.118,29.721,8.959,3.068,49.614,8.366,303.144
2234,03/04/2016 1:00,0.0022,0.01758,0.01989,0.113,0.02369,4.105,MS,2.446,9.594,MS,7.284,293.177,0.0003,0.00003,0.00857,0.00882,0.183,0.02747,3.606,MS,MS,4.678,294,0.258,6.831,7.432,0.146,30.327,9.037,3.149,52.096,5.76,311.88
2235,03/04/2016 2:00,0.00015,0.00914,0.00932,0.113,0.03079,5.097,MS,1.9,8.833,MS,12.674,17.578,Z,Z,Z,Z,Z,Z,3.721,MS,MS,3.939,108.04,0.319,5.265,5.925,0.152,33.97,8.936,3.58,48.872,7.343,356.937
2236,03/04/2016 3:00,0.0001,0.00486,0.00495,0.092,0.03563,2.244,MS,1.057,8.52,MS,10.366,2.696,0.00094,0,0.00475,0.00485,0.153,0.03454,1.955,MS,MS,3.82,171.681,0.191,2.007,2.567,0.146,40.647,6.245,2.513,44.903,8.11,347.635
2237,03/04/2016 4:00,0.0001,0.00805,0.00814,0.105,0.0311,-0.957,MS,1.267,7.413,MS,6.633,3.002,0.00033,0.00002,0.00824,0.00848,0.163,0.02951,2.003,MS,MS,5.471,311.936,0.161,5.104,5.639,0.16,39.209,5.354,2.209,46.715,7.129,308.546
2238,03/04/2016 5:00,0.00009,0.00506,0.00512,0.099,0.03593,1.845,MS,1.131,7.66,MS,6.482,346.348,0.00048,0.00005,0.00812,0.00835,0.172,0.02938,1.864,MS,MS,5.976,321.535,0.17,4.56,5.081,0.188,38.395,5.014,2.024,47.001,6.33,305.568
2239,03/04/2016 6:00,0.00009,0.00503,0.00511,0.1,0.03697,2.435,MS,1.128,7.911,MS,6.727,327.357,0.00049,0.00005,0.01156,0.01176,0.165,0.02816,1.952,MS,MS,5.258,321.065,0.199,4.631,5.163,0.212,36.235,4.934,2.008,51.038,6.851,298.771
2240,03/04/2016 7:00,0.0001,0.0023,0.00239,0.087,0.04261,2.827,MS,0.701,7.892,MS,8.324,329.042,0.00039,0.00017,0.00764,0.00807,0.15,0.03452,1.382,MS,MS,8.586,317.122,0.243,4.486,5.117,0.181,37.94,5.201,1.833,58.527,4.66,280.552
2241,03/04/2016 8:00,0.00044,0.00473,0.0052,0.101,0.03883,3.26,MS,0.927,8.49,MS,6.918,332.473,0.00034,0.00015,0.00641,0.00693,0.156,0.03585,1.434,MS,MS,4.445,283.759,1.249,9.373,11.008,0.184,31.126,5.138,2.371,51.707,4.293,299.447
2242,03/04/2016 9:00,0.00029,0.00309,0.00345,0.097,0.0409,5.235,MS,0.751,8.728,MS,6.229,353.777,0.00024,0.00003,0.00456,0.00492,0.165,0.03684,1.318,MS,MS,4.636,238.755,1.035,7.464,8.898,0.192,34.252,6.615,2.215,47.029,3.511,265.427
2243,03/04/2016 10:00,0.0006,0.00351,0.00418,0.095,0.04127,2.488,MS,0.906,9.244,MS,4.192,334.927,0.00024,0.00013,0.00366,0.00413,0.16,0.03767,1.329,MS,MS,3.868,258.986,0.367,2.195,3.018,0.176,42.055,8.134,1.745,46.902,4.789,254.701
2244,03/04/2016 11:00,0.0012,0.00402,0.00528,0.105,0.04126,-0.785,MS,1.062,10.577,MS,1.756,327.918,0.00034,0.00033,0.00277,0.00353,0.159,0.03892,1.479,MS,MS,0.665,17.349,0.688,1.91,3.013,0.188,43.105,8.743,1.855,40.913,3.613,233.206
2245,03/04/2016 12:00,0.00112,0.00324,0.00444,0.102,0.04445,0.543,MS,1.156,11.925,MS,1.851,113.878,0.00029,0.00003,0.00218,0.00285,0.159,0.04098,1.678,MS,MS,3.722,193.372,0.802,2.283,3.481,0.161,44.619,2.426,2.133,35.678,2.732,217.44
2246,03/04/2016 13:00,0.00092,0.00277,0.00379,0.105,0.04603,2.73,MS,2.124,13.1,MS,4.541,180.783,0.00033,0,0.00175,0.00203,0.152,0.04277,1.815,MS,MS,8.317,190.737,1.031,2.538,3.952,0.174,45.594,1.408,2.584,34.179,5.392,165.299
2247,03/04/2016 14:00,0.00068,0.00243,0.00317,0.099,0.04776,3.55,MS,2.471,13.583,MS,6.321,151.053,0.00029,0,0.00109,0.00133,0.146,0.044,2.004,MS,MS,7.007,164.529,0.56,1.749,2.721,0.146,47.49,4.726,2.759,33.878,4.882,159.688
2248,03/04/2016 15:00,0.00031,0.00173,0.00213,0.093,0.04933,3.322,MS,2.423,14.371,MS,6.046,172.704,0.00029,0,0.00101,0.00103,0.141,0.04496,2.176,MS,MS,8.388,130.328,0.691,2.124,3.232,0.14,48.227,8.575,3.096,33.363,7.282,140.325
2249,03/04/2016 16:00,0.00028,0.00173,0.00208,0.092,0.04992,3.402,MS,2.345,14.973,MS,5.96,134.455,0.00054,0,0.00101,0.001,0.139,0.04516,2.203,MS,MS,9.374,123.645,0.647,2.248,3.327,0.115,49.221,8.283,3.526,32.751,8.12,136.091
2250,03/04/2016 17:00,0.00027,0.00164,0.00196,0.088,0.04975,2.681,MS,2.128,14.971,MS,9.319,128.536,0.00048,0,0.00102,0.001,0.137,0.04491,2.413,MS,MS,12.37,125.601,0.906,3.011,4.355,0.113,48.396,7.625,3.296,32.47,9.879,144.089
2251,03/04/2016 18:00,0.00023,0.00175,0.00209,0.086,0.0487,0.528,MS,2.187,14.819,MS,10.878,145.484,0.00018,0,0.00101,0.001,0.137,0.04435,3.032,MS,MS,14.409,133.306,1.009,4.145,5.587,0.121,46.117,9.471,3.299,32.407,10.47,143.601
2252,03/04/2016 19:00,0.00017,0.00297,0.00326,0.092,0.04652,-1.268,MS,2.604,13.794,MS,D,D,0.00008,0,0.00171,0.00185,0.142,0.04108,3.419,MS,MS,12.983,124.615,0.708,4.515,5.619,0.126,44.982,7.57,3.291,34.951,10.247,144.906
2253,03/04/2016 20:00,0.00008,0.00822,0.00845,0.117,0.03813,-2.079,MS,3.795,11.491,MS,D,D,0.00001,0,0.00359,0.00362,0.148,0.03349,4.116,MS,MS,9.661,126.136,0.144,6.338,6.942,0.126,42.29,7.614,3.775,39.085,8.646,136.507
2254,03/04/2016 21:00,0.00014,0.00965,0.00994,0.127,0.03286,-2.549,MS,5.181,9.462,MS,D,D,0.00009,0,0.00359,0.00375,0.159,0.03078,5.126,MS,MS,8.644,116.448,0.051,6.201,6.737,0.138,39.878,8.338,3.635,42.653,8.539,134.591
2255,03/04/2016 22:00,0.0001,0.01155,0.0118,0.123,0.02824,-1.191,MS,4.029,7.92,MS,D,D,-0.00004,0,0.00426,0.00428,0.164,0.02934,5.627,MS,MS,7.011,116.476,0.419,11.407,12.268,0.186,32.384,8.616,3.72,47.645,7.151,141.147
2256,03/04/2016 23:00,0.00009,0.01152,0.01177,0.115,0.02626,4.956,MS,3.212,6.333,MS,D,D,0.00008,0.00002,0.00998,0.0102,0.147,0.02378,7.047,MS,MS,5.821,88.056,0.068,10.078,10.612,0.148,31.257,7.956,3.535,52.74,5.244,113.468
2257,04/04/2016 0:00,0.00007,0.00852,0.00874,0.103,0.02735,7.861,MS,2.641,5.199,MS,5.202,138.982,-0.00011,0,0.01049,0.01075,0.149,0.02275,6.609,MS,MS,7.311,101.37,0.05,8.921,9.435,0.158,29.888,8.856,3.448,57.299,6.534,110.244
2258,04/04/2016 1:00,0.00007,0.00847,0.0087,0.107,0.02668,4.103,MS,3.043,4.234,MS,6.895,123.559,-0.00009,0,0.00646,0.00675,0.142,0.02416,4.778,MS,MS,7.665,101.807,0.014,9.483,9.974,0.133,28.587,8.512,2.56,59.845,5.109,111.909
2259,04/04/2016 2:00,0.00018,0.00904,0.00939,0.096,0.02683,2.582,MS,2.975,3.927,MS,4.619,166.466,Z,Z,Z,Z,Z,Z,4.142,MS,MS,5.873,115.201,0.073,11.524,12.059,0.185,25.526,7.54,3.065,63.789,4.654,118.833
2260,04/04/2016 3:00,0.00038,0.00808,0.00863,0.098,0.02948,3.274,MS,2.687,4.61,MS,6.086,156.518,-0.00013,0,0.00505,0.00512,0.155,0.02114,3.72,MS,MS,3.731,136.081,0.958,16.4,17.796,0.177,21.968,7.118,3.644,64.873,6.658,142.022
2261,04/04/2016 4:00,0.0001,0.01035,0.01065,0.1,0.02383,1.112,MS,2.843,3.33,MS,5.69,109.226,0.00003,0.00003,0.00708,0.00715,0.156,0.02008,3.649,MS,MS,3.457,99.07,0.051,7.915,8.448,0.172,26.958,7.165,2.478,65.962,4.947,132.94
2262,04/04/2016 5:00,0.00011,0.01329,0.01363,0.109,0.01962,4.115,MS,2.591,2.55,MS,5.19,118.311,-0.0002,0.00087,0.01346,0.01478,0.154,0.01554,4.198,MS,MS,6.442,101.86,0.142,14.548,15.164,0.182,19.158,5.279,2.256,67.587,3.276,112.954
2263,04/04/2016 6:00,0.00044,0.01814,0.01888,0.145,0.01317,2.223,MS,3.454,2.128,MS,5.609,117.366,-0.00012,0.00856,0.02091,0.02988,0.192,0.00734,5.877,MS,MS,5.424,106.284,0.316,19.81,20.524,0.201,14.283,8.135,1.976,70.384,2.15,131.018
2264,04/04/2016 7:00,0.00723,0.02609,0.03365,0.209,0.00489,1.173,MS,6.278,1.958,MS,4.063,153.217,-0.00003,0.01203,0.02386,0.03621,0.212,0.00237,5.659,MS,MS,7.075,118.58,3.109,27.74,31.33,0.257,7.171,8.535,2.963,72.108,1.407,146.248
2265,04/04/2016 8:00,0.02411,0.02951,0.05417,0.233,0.00336,4.205,MS,9.767,2.41,MS,4.31,142.788,-0.00007,0.00742,0.01807,0.02603,0.213,0.00578,7.839,MS,MS,3.919,128.267,11.786,30.51,42.884,0.313,5.011,8.352,4.371,71.117,3.487,153.283
2266,04/04/2016 9:00,0.0164,0.02424,0.04107,0.193,0.009,7.277,MS,8.171,3.81,MS,1.753,153.684,0.00017,0.01682,0.02114,0.03843,0.252,0.00483,7.765,MS,MS,3.593,115.607,18.666,27.748,47.012,0.308,7.507,9.56,5.094,67.461,2.625,151.899
2267,04/04/2016 10:00,0.0365,0.02903,0.06619,0.266,0.00727,6.65,MS,16.853,5.172,MS,5.145,140.714,0.00008,0.00691,0.01274,0.01998,0.209,0.01174,4.943,MS,MS,4.942,136.033,12.13,20.203,32.778,0.292,14.885,12.344,6.272,61.248,2.639,251.11
2268,04/04/2016 11:00,0.03461,0.02779,0.06307,0.249,0.01059,C,MS,16.964,7.351,MS,3.55,168.444,0.00013,0.00768,0.01324,0.02156,0.235,0.01458,5.357,MS,MS,2.622,142.882,14.514,20.452,35.365,0.311,15.306,11.174,7.042,55.503,3.017,279.236
2269,04/04/2016 12:00,0.019,0.02353,0.04294,0.219,0.01611,C,MS,12.824,9.007,MS,6.232,189.932,0.00012,0.00369,0.00811,0.01218,0.195,0.01991,3.848,MS,MS,4.578,146.79,10.427,18.212,29.042,0.303,18.922,11.928,7.004,51.9,3.693,168.161
2270,04/04/2016 13:00,0.00965,0.01429,0.02418,0.177,0.0225,C,MS,8.923,10.624,MS,7.446,177.117,0.00043,0.00133,0.00448,0.00608,0.163,0.02712,3.282,MS,MS,7.238,157.858,7.297,14.807,22.577,0.275,21.696,10.269,7.443,51.102,6.237,149.946
2271,04/04/2016 14:00,0.00526,0.01251,0.01797,0.143,0.02716,C,MS,8.368,12.705,MS,2.001,165.079,0.00025,0.00105,0.0048,0.00613,0.159,0.03016,2.895,MS,MS,5.247,162.448,6.867,13.984,21.312,0.266,24.974,9.975,7.161,43.916,4.347,153.312
2272,04/04/2016 15:00,0.00243,0.00938,0.01197,0.133,0.03086,C,MS,6.438,13.776,MS,5.953,202.211,0.00027,0.00087,0.00618,0.00738,0.172,0.02961,2.479,MS,MS,4.076,206.595,4.255,14.089,18.731,0.279,25.252,10.874,7.214,42.699,4.34,151.795
2273,04/04/2016 16:00,0.002,0.01058,0.01275,0.142,0.02982,6.194,MS,6.73,14.422,MS,1.561,350.615,0.00015,0.0015,0.0096,0.01143,0.196,0.02832,3.287,MS,MS,3.714,92.294,2.298,11.289,13.921,0.275,30.264,9.848,6.792,39.392,0.841,38.816
2274,04/04/2016 17:00,0.00243,0.01788,0.02058,0.192,0.02349,2.661,MS,7.331,14.292,MS,6.98,323.426,0.00023,0.00222,0.01836,0.02103,0.237,0.02137,4.017,MS,MS,5.56,314.175,1.232,9.088,10.643,0.167,30.835,11.65,6.853,41.997,6.668,289.75
2275,04/04/2016 18:00,0.00095,0.01445,0.01564,0.154,0.02946,7.975,MS,3.528,13.873,MS,8.886,283.941,0.00027,0.00135,0.01606,0.01788,0.252,0.02076,4.086,MS,MS,6.75,293.955,0.682,7.522,8.478,0.154,33.362,11.146,5.797,41.72,7.615,292.22
2276,04/04/2016 19:00,0.00075,0.01404,0.015,0.126,0.03166,3.937,MS,1.958,13.263,MS,10.365,278.431,0.00013,0.0001,0.0105,0.01091,0.201,0.02875,2.5,MS,MS,7.153,255.885,0.486,7.37,8.124,0.15,37.506,9.425,3.728,42.047,9.085,300.149
2277,04/04/2016 20:00,0.00042,0.01136,0.01195,0.124,0.03381,-0.618,MS,1.149,12.605,MS,13.444,290.278,0.00005,0.00012,0.01497,0.01525,0.224,0.02271,3.049,MS,MS,5.528,244.615,0.422,5.74,6.409,0.11,37.192,7.986,2.791,47.207,9.152,298.011
2278,04/04/2016 21:00,0.00007,0.00854,0.00875,0.116,0.03437,1.407,MS,0.505,11.254,MS,16.737,284.192,-0.00013,0,0.00566,0.006,0.171,0.032,1.822,MS,MS,13.754,270.7,0.371,6.215,6.84,0.107,34.434,6.794,1.673,52.842,11.123,303.797
2279,04/04/2016 22:00,-0.00003,0.00422,0.00432,0.105,0.03819,2.063,MS,0.201,10.466,MS,19.182,293.05,-0.00012,0,0.00319,0.00343,0.164,0.034,1.219,MS,MS,13.796,281.243,0.329,3.276,3.86,0.097,35.784,5.998,1.283,58.924,12.369,300.545
2280,04/04/2016 23:00,0.00001,0.00569,0.00581,0.108,0.03145,-1.124,MS,2.099,9.878,MS,23.082,320.884,0.0003,0.00002,0.00332,0.00343,0.157,0.0323,3.185,MS,MS,18.355,303.864,0.279,4.375,4.867,0.109,32.404,7.146,2.695,64.512,17.55,313.321
2281,05/04/2016 0:00,-0.00002,0.00341,0.00353,0.107,0.03127,-2.412,MS,2.598,8.023,MS,33.376,338.775,0.00003,0.00003,0.00388,0.0041,0.165,0.02941,2.871,MS,MS,25.071,317.099,0.28,2.331,2.804,0.112,36.483,8.765,1.532,85.1,24.502,328.089
2282,05/04/2016 1:00,0,0.00155,0.00165,0.1,0.03453,-2.38,MS,-0.22,5.663,MS,39.86,337.952,0.00002,0.00008,0.00257,0.00303,0.159,0.03153,1.266,MS,MS,36.239,324.253,0.243,0.914,1.287,0.122,37.191,6.804,0.354,81.292,32.612,337.255
2283,05/04/2016 2:00,0.00008,0.00144,0.00162,0.093,0.0371,-2.71,MS,-0.262,4.397,MS,36.431,335.171,Z,Z,Z,Z,Z,Z,0.834,MS,MS,36.227,324.775,0.246,0.786,1.167,0.109,39.174,2.822,-0.253,85.079,26.149,334.996
2284,05/04/2016 3:00,0.00009,0.00215,0.00236,0.092,0.0371,0.012,MS,0.041,4.103,MS,35.457,343.651,0.00001,0,0.00206,0.00223,0.153,0.03517,0.729,MS,MS,34.37,326.234,0.248,0.822,1.194,0.136,39.042,0.403,-0.42,84.269,25.557,340.634
2285,05/04/2016 4:00,0.00001,0.00191,0.00202,0.096,0.03707,2.847,MS,0.058,3.616,MS,25.16,337.472,-0.00005,0.00013,0.00441,0.00473,0.159,0.03283,0.843,MS,MS,24.197,325.816,0.262,1.516,1.974,0.155,37.804,4.863,-0.243,83.924,18.852,331.636
2286,05/04/2016 5:00,0.00011,0.00408,0.00427,0.099,0.03312,3.849,MS,0.094,3.54,MS,17.538,335.829,0.00018,0.00013,0.00552,0.00602,0.163,0.03062,0.781,MS,MS,19.74,327.012,0.315,2.051,2.576,0.157,35.611,5.227,-0.29,78.455,15.366,329.474
2287,05/04/2016 6:00,0.00023,0.00434,0.00468,0.109,0.03174,0.948,MS,0.243,4.005,MS,25.468,341.237,0.00002,0.00035,0.00921,0.00983,0.177,0.026,0.98,MS,MS,18.644,324.627,0.415,3.019,3.643,0.136,34.491,3.209,-0.203,76.278,17.479,340.269
2288,05/04/2016 7:00,0.00107,0.00973,0.01097,0.146,0.02557,-2.173,MS,0.71,4.011,MS,16.538,338.544,0.00021,0.00165,0.01087,0.01283,0.193,0.02424,1.187,MS,MS,13.119,319.569,1.334,7.49,9.035,0.187,25.785,4.287,0.039,83.094,10.236,306.383
2289,05/04/2016 8:00,0.00264,0.00906,0.01181,0.157,0.02552,-1.357,MS,0.735,5.138,MS,14.465,322.481,0.00042,0.00359,0.01272,0.01683,0.218,0.0221,1.4,MS,MS,12.228,317.69,4.297,10.775,15.354,0.189,22.92,5.306,0.336,74.444,8.235,301.785
2290,05/04/2016 9:00,0.00244,0.00663,0.00918,0.135,0.02978,1.624,MS,0.723,6.755,MS,11.644,336.179,0.00053,0.00337,0.0099,0.0137,0.202,0.02612,1.505,MS,MS,8.464,291.869,1.151,3.801,5.154,0.162,32.815,2.212,0.519,65.294,7.439,325.566
2291,05/04/2016 10:00,0.00274,0.00607,0.00886,0.129,0.03149,3.112,MS,0.7,8.045,MS,9.684,5.202,0.00055,0.00496,0.01166,0.01708,0.205,0.02585,2.49,MS,MS,1.019,190.445,1.856,3.787,5.859,0.186,34.489,0.99,0.852,53.568,9.764,297.521
2292,05/04/2016 11:00,0.00156,0.00395,0.0056,0.105,0.03986,0.762,MS,0.837,10.86,MS,10.105,298.012,0.00029,0.0009,0.00284,0.00407,0.161,0.03585,0.754,MS,MS,10.317,252.798,0.819,1.693,2.757,0.136,45.344,-0.508,1.296,33.119,14.495,302.251
2293,05/04/2016 12:00,0.00061,0.002,0.00271,0.09,0.04636,0.196,MS,0.988,11.479,MS,15.508,309.384,0.0004,0.00082,0.00279,0.0039,0.152,0.04109,1.106,MS,MS,13.364,264.417,0.496,0.974,1.721,0.182,47.772,1.962,1.738,28.416,14.847,283.135
2294,05/04/2016 13:00,0.00091,0.00246,0.00347,0.084,0.04767,4.262,MS,1.185,12.831,MS,13.73,277.936,0.00071,0.003,0.00384,0.00708,0.144,0.04274,1.505,MS,MS,12.328,285.096,0.458,0.93,1.646,0.152,48.389,3.655,1.753,26.361,13.801,284.452
2295,05/04/2016 14:00,0.0005,0.00164,0.00223,0.085,0.0482,5.022,MS,1.124,13.364,MS,13.687,292.006,0.0003,0.00093,0.00265,0.0039,0.142,0.04328,1.207,MS,MS,13.594,274.208,0.376,0.745,1.403,0.158,48.253,3.325,1.788,24.966,15.17,282.638
2296,05/04/2016 15:00,0.00074,0.00225,0.00311,0.088,0.04708,2.577,MS,1.759,14.085,MS,18.261,289.402,0.00006,0.0008,0.00262,0.00363,0.147,0.04224,1.232,MS,MS,13.315,270.186,0.555,1.026,1.871,0.142,47.903,3.789,2.06,23.943,17.825,290.846
2297,05/04/2016 16:00,0.00076,0.00215,0.00302,0.09,0.04564,-0.214,MS,2.105,14.343,MS,21.918,276.252,0.00074,0.00155,0.003,0.0049,0.149,0.041,1.352,MS,MS,18.757,276.593,0.913,0.499,1.717,0.151,46.116,5.951,2.191,26.458,20.749,275.382
2298,05/04/2016 17:00,0.00088,0.00334,0.00435,0.095,0.04385,3.135,MS,2.207,13.601,MS,25.348,277.258,0.00019,0.00048,0.0019,0.00275,0.146,0.04109,1.164,MS,MS,26.512,266.952,0.424,1.121,1.856,0.107,45.247,3.792,2.049,28.269,24.883,280.393
2299,05/04/2016 18:00,0.00087,0.00394,0.00495,0.096,0.04193,3.565,MS,2.022,12.263,MS,25.983,277.963,-0.00018,0.00003,0.00175,0.002,0.143,0.04019,1.484,MS,MS,23.158,279.246,0.309,1.111,1.746,0.092,44.107,4.619,1.636,30.897,24.822,281.526
2300,05/04/2016 19:00,0.00024,0.004,0.00432,0.098,0.04163,0.53,MS,1.043,11.478,MS,24.087,283.566,-0.00006,0,0.0019,0.00212,0.148,0.03945,1.497,MS,MS,18.184,280.367,0.304,1.755,2.392,0.117,42.663,6.446,1.411,33.192,21.608,285.669
2301,05/04/2016 20:00,0.0003,0.00668,0.00709,0.101,0.03819,0.335,MS,0.816,10.85,MS,21.006,282.318,-0.00005,0,0.00247,0.00278,0.15,0.03794,1.372,MS,MS,14.909,284.146,0.29,2.211,2.834,0.113,41.055,1.834,1.226,35.555,17.864,289.605
2302,05/04/2016 21:00,0.00023,0.00647,0.0068,0.101,0.0372,5.194,MS,0.459,10.549,MS,19.901,283.722,0.00001,0,0.0029,0.00308,0.15,0.037,1.158,MS,MS,14.767,285.737,0.302,2.152,2.797,0.127,40.585,5.082,1.033,35.625,18.756,289.739
2303,05/04/2016 22:00,0.00047,0.00886,0.00945,0.097,0.03469,3.813,MS,0.452,9.952,MS,17.848,271.119,0.0002,0.00038,0.00519,0.00577,0.154,0.03428,1.056,MS,MS,15.017,273.786,0.215,1.111,1.665,0.115,41.051,2.343,0.794,38.769,16.127,275.029
2304,05/04/2016 23:00,0.00015,0.00598,0.00622,0.094,0.03746,2.013,MS,0.412,9.596,MS,15.351,264.048,-0.00009,0.00037,0.00884,0.00943,0.172,0.02829,0.935,MS,MS,8.903,250.51,0.252,0.955,1.537,0.112,41.325,2.922,0.688,40.464,15.74,281.942
