1058,14/02/2019 1:00,0.03992,0.04466,0.08458,0.399,0.00136,MS,MS,23.502,-21.105,87.615,2.09,202.235,0.00026,0.0164,0.03725,0.05365,0.329,0.00281,17.655,-21.726,89.871,4.343,253.114,0.799,19.988,20.783,0.224,15.059,MS,7.541,76.127,10.069,309.229
1059,14/02/2019 2:00,0.06722,0.04922,0.11641,0.448,0.00141,MS,MS,21.966,-21.399,87.537,2.437,186.57,Z,Z,Z,Z,Z,Z,17.014,-21.857,90.391,4.54,253.145,0.531,16.28,16.808,0.205,17.882,MS,9.576,76.505,11.144,309.465
1060,14/02/2019 3:00,0.07786,0.04844,0.12633,0.485,0.0014,MS,MS,19.313,-21.701,86.604,1.981,164.532,0.00048,0.02398,0.04048,0.06446,0.331,0.00127,13.15,-21.531,90.762,5.764,259.544,Z,Z,Z,0.206,15.965,MS,9.765,77.019,10.484,310.518
1061,14/02/2019 4:00,0.08796,0.04757,0.13556,0.535,0.00125,MS,MS,16.196,-21.534,87.188,1.266,255.456,0.00052,0.0163,0.03807,0.05437,0.304,0.00225,10.373,-21.319,90.409,5.068,242.83,0.746,18.172,18.914,Z,Z,MS,11.33,77.821,9.585,311.654
1062,14/02/2019 5:00,0.04816,0.04195,0.09011,0.415,0.00101,MS,MS,11.431,-21.177,86.968,1.77,276.336,0.00044,0.01822,0.03952,0.05775,0.304,0.00206,8.213,-21.182,90.759,3.683,260.516,0.704,17.737,18.435,0.21,17.015,MS,8.687,78.593,7.337,312.518
1063,14/02/2019 6:00,0.07196,0.04621,0.11817,0.469,0.0011,MS,MS,11.669,-21.145,86.871,1.569,248.1,0.00039,0.01901,0.04028,0.05929,0.286,0.00242,6.804,-20.666,91.95,6.28,262.204,0.834,17.87,18.698,0.204,17.182,MS,7.739,78.346,7.65,313.955
1064,14/02/2019 7:00,0.07209,0.04455,0.11668,0.508,0.00103,MS,MS,10.618,-21.308,86.6,1.718,264.671,0.00046,0.02688,0.04278,0.06966,0.32,0.00102,6.048,-20.348,91.605,4.071,273.379,0.914,17.862,18.767,0.204,17.692,MS,7.242,77.787,8.639,311.523
1065,14/02/2019 8:00,0.12394,0.05478,0.17869,0.612,0.00147,MS,MS,13.544,-21.115,87.007,2.619,203.721,0.00056,0.04023,0.0447,0.08492,0.46,0.00095,5.375,-20.33,91.592,4.455,253.633,1.789,22.846,24.624,0.225,13.372,MS,6.94,77.399,7.052,309.454
1066,14/02/2019 9:00,0.14042,0.05536,0.19574,0.688,0.00311,MS,MS,14.277,-19.978,88.531,3.151,224.728,0.00074,0.05103,0.04274,0.09378,0.578,0.00497,6.562,-20.173,89.921,4.352,251.371,4.662,16.544,21.194,0.211,20.422,MS,6.623,75.459,8.942,302.772
1067,14/02/2019 10:00,0.1403,0.05354,0.19382,0.716,0.00612,MS,MS,22.906,-16.75,91.142,1.026,223.254,0.00079,0.06424,0.0403,0.10459,0.727,0.01037,7.744,-18.653,87.744,4.44,261.239,8.594,12.078,20.658,0.204,26.478,MS,6.24,70.723,8.444,302.332
1068,14/02/2019 11:00,0.17321,0.06003,0.23325,0.797,0.00899,MS,MS,27.504,-14.689,91.755,0.124,69.259,0.00095,0.06434,0.03829,0.10258,0.818,0.01447,6.941,-15.391,80.172,3.054,268.396,14.604,12.99,27.579,0.23,27.152,MS,8.174,67.278,7.482,298.157
1069,14/02/2019 12:00,0.08211,0.04124,0.12331,0.574,0.01943,MS,MS,17.213,-12.114,77.456,2.173,157.266,0.00088,0.03645,0.0291,0.06556,0.446,0.02068,5.947,-11.457,60.168,3.908,134.52,21.611,15.943,37.537,0.292,26.82,MS,9.45,56.124,1.198,271.948
1070,14/02/2019 13:00,0.03686,0.02624,0.06316,0.425,0.02623,MS,MS,16.3,-11.454,66.925,8.312,142.071,0.00073,0.03567,0.02505,0.06072,0.375,0.02133,9.711,-13.627,66.822,8.564,122.031,18.863,16.352,35.196,0.334,31.858,MS,13.551,57.633,10.532,144.336
1071,14/02/2019 14:00,0.01752,0.01555,0.03307,0.332,0.03122,MS,MS,15.622,-12.745,68.225,9.972,135.729,0.0006,0.01193,0.01297,0.0249,0.202,0.02872,11.931,-13.207,65.153,10.256,118.273,15.803,15.883,31.666,0.309,33.823,MS,19.63,59.103,11.333,141.726
1072,14/02/2019 15:00,0.01282,0.01326,0.02608,0.312,0.03224,MS,MS,21.859,-13.133,68.254,8.398,125.686,0.00049,0.00522,0.00823,0.01345,0.18,0.03284,16.711,-12.64,66.107,11.348,117.605,13.168,14.889,28.035,0.277,33.787,MS,28.384,60.7,11.437,142.321
1073,14/02/2019 16:00,0.01034,0.01282,0.02316,0.34,0.02878,MS,MS,31.006,-14.441,72.49,10.437,116.79,0.00049,0.01307,0.0166,0.02965,0.244,0.02366,27.382,-13.611,68.738,10.136,102.467,11.138,16.693,27.806,0.297,32.083,MS,36.551,62.704,12.543,143.065
1074,14/02/2019 17:00,0.00782,0.01522,0.02304,0.323,0.02454,MS,MS,36.485,-16.181,74.914,8.759,105.482,0.00038,0.01121,0.02073,0.03193,0.265,0.01911,29.766,-15.066,71.664,9.694,95.026,10.323,20.933,31.23,0.384,24.802,MS,48.082,66.315,8.279,120.373
1075,14/02/2019 18:00,0.00403,0.01955,0.02359,0.32,0.01864,MS,MS,33.75,-18.543,78.243,8.265,105.323,0.0001,0.01158,0.02822,0.0398,0.238,0.00961,32.572,-18.95,80.231,10.905,90.25,5.544,24.357,29.873,0.418,18.697,MS,48.369,70.501,7.232,97.21
1076,14/02/2019 19:00,0.00173,0.02076,0.02249,0.288,0.0149,MS,MS,28.774,-21.294,81.896,7.933,124.061,0.00012,0.00585,0.02612,0.03197,0.219,0.01003,28.477,-21.342,84.822,8.847,97.423,4.294,31.2,35.465,0.389,9.003,MS,43.749,75.398,7.714,96.486
1077,14/02/2019 20:00,0.00276,0.02594,0.0287,0.27,0.01327,MS,MS,22.75,-20.893,85.054,6.173,142.296,0.00002,0.00141,0.01454,0.01594,0.194,0.02168,21.385,-20.973,88.39,8.219,135.311,3.134,30.114,33.212,0.353,9.609,MS,32.679,77.877,6.46,113.957
1078,14/02/2019 21:00,0.00215,0.0249,0.02705,0.256,0.01511,MS,MS,19.026,-19.902,86.839,6.911,148.728,0.00011,0.00029,0.00847,0.00876,0.178,0.0276,16.255,-20.236,91.592,12.426,152.943,0.658,21.258,21.883,0.268,19.374,MS,22.443,78.957,9.53,148.375
1079,14/02/2019 22:00,0.00157,0.02461,0.02617,0.248,0.0154,MS,MS,19.366,-20.061,87.814,6.733,161.635,0.00015,0.00036,0.00873,0.00909,0.178,0.02721,16.055,-20.625,93.537,12.75,145.44,0.504,15.237,15.707,0.232,24.47,MS,9.878,81.195,9.681,151.481
1080,14/02/2019 23:00,0.00229,0.0326,0.03489,0.282,0.00724,MS,MS,18.818,-21.346,86.417,6.578,130.412,0.00009,0.00349,0.02154,0.02503,0.219,0.01574,17.912,-21.43,92.9,6.998,110.232,0.368,17.503,17.834,0.238,22.22,MS,13.184,81.206,10.189,144.707
1081,15/02/2019 0:00,0.00352,0.03517,0.0387,0.285,0.00492,MS,MS,20.309,-21.689,85.985,5.525,128.055,-0.00007,0.00178,0.02268,0.02447,0.244,0.01451,19.495,-21.653,91.919,5.922,103.572,0.294,19.375,19.631,0.246,20.242,MS,12.949,80.752,7.09,145.526
1082,15/02/2019 1:00,0.0102,0.04103,0.05123,0.324,0.00113,MS,MS,20.265,-21.507,86.256,5.26,134.872,-0.00001,0.00929,0.02967,0.03896,0.266,0.00743,20.486,-22.006,89.782,10.696,323.762,2.094,29.251,31.282,0.284,11.137,MS,19.054,80.25,0.711,128.89
1083,15/02/2019 2:00,0.00348,0.03368,0.03716,0.294,0.00653,MS,MS,19.494,-21.587,86.3,6.465,126.743,Z,Z,Z,Z,Z,Z,22.586,-22.321,90.306,4.2,4.403,3.226,33.068,36.257,0.286,8.184,MS,20.559,80.323,2.428,95.506
1084,15/02/2019 3:00,0.00184,0.02025,0.0221,0.245,0.01725,MS,MS,18.472,-21.353,86.643,6.033,133.043,-0.00007,0.00678,0.03207,0.03885,0.253,0.00398,23.899,-22.301,90.521,4.366,109.142,Z,Z,Z,0.345,1.792,MS,27.542,80.459,5.092,89.279
1085,15/02/2019 4:00,0.00063,0.01969,0.02032,0.235,0.01713,MS,MS,20.653,-21.174,87.055,6.169,119.948,0.00004,0.00923,0.03393,0.04316,0.273,0.00274,23.616,-21.577,91.919,5.387,81.351,1.186,23.619,24.778,Z,Z,MS,23.635,80.776,6.714,87.706
1086,15/02/2019 5:00,0.00069,0.02073,0.02142,0.245,0.01591,MS,MS,18.698,-21.409,86.285,6.404,119.172,0.00009,0.01157,0.03346,0.04503,0.234,0.00377,20.98,-21.282,91.743,5.32,84.274,1.018,27.701,28.683,0.248,13.157,MS,22.455,80.638,4.436,111.309
1087,15/02/2019 6:00,0.00107,0.02232,0.0234,0.242,0.0153,MS,MS,17.08,-20.759,87.125,5.125,126.232,0.00006,0.00144,0.02385,0.02529,0.209,0.01206,17.861,-20.809,91.923,5.267,119.034,1.283,24.376,25.621,0.248,16.092,MS,20.712,80.014,5.231,98.543
1088,15/02/2019 7:00,0.00204,0.02662,0.02866,0.254,0.01209,MS,MS,13.928,-20.403,87.639,6.114,124.614,0.00005,0.00152,0.02191,0.02343,0.213,0.01367,16.494,-20.502,92.457,5.182,115.742,1.656,28.625,30.253,0.254,12.3,MS,17.891,79.806,4.973,100.995
1089,15/02/2019 8:00,0.00194,0.02952,0.03146,0.287,0.00895,MS,MS,13.723,-20.249,87.768,5.156,121.178,0.00016,0.01043,0.03649,0.04691,0.236,0.00276,15.265,-20.087,92.495,4.535,91.951,4.462,37.913,42.348,0.296,4.248,MS,18.521,79.93,3.299,108.178
1090,15/02/2019 9:00,0.01857,0.03358,0.05216,0.317,0.00791,MS,MS,15.302,-19.762,88.169,3.758,122.249,0.0001,0.01363,0.02845,0.04207,0.261,0.00905,15.687,-19.669,91.945,4.204,114.432,9.667,29.138,38.781,0.311,12.978,MS,19.05,79.663,2.478,189.367
1091,15/02/2019 10:00,0.02572,0.02941,0.05511,0.315,0.01351,MS,MS,15.805,-19.196,87.042,5.355,111.095,0.00022,0.01889,0.02391,0.04279,0.228,0.01472,14.334,-18.955,89.073,4.395,113.816,17.127,25.256,42.362,0.349,17.852,MS,20.128,78.077,1.856,178.379
1092,15/02/2019 11:00,0.0238,0.02379,0.04758,0.28,0.01873,MS,MS,14.889,-18.67,85.652,4.088,96.872,0.00026,0.00571,0.01119,0.01689,0.197,0.0254,12.056,-17.738,85.365,2.595,136.743,27.134,26.954,54.07,0.419,18.202,MS,22.917,74.29,0.864,274.94
1093,15/02/2019 12:00,0.02633,0.02091,0.04724,0.312,0.02267,MS,MS,17.039,-17.363,82.264,2.727,72.769,0.00053,0.01474,0.01674,0.03148,0.21,0.02368,11.87,-16.384,77.016,4.591,94.309,34.403,26.298,60.687,0.442,21.013,MS,25.68,70.333,3.064,47.071
1094,15/02/2019 13:00,0.01115,0.01199,0.02314,0.284,0.02862,MS,MS,13.715,-17.277,81.055,6.447,107.515,0.0005,0.01469,0.01799,0.03268,0.217,0.02396,12.71,-16.137,74.077,4.584,83.886,28.887,24.542,53.419,0.4,23.639,MS,24.165,68.311,3.548,67.629
1095,15/02/2019 14:00,0.01254,0.0119,0.02444,0.286,0.02693,MS,MS,13.275,-17.105,80.669,8.901,76.143,0.00062,0.01324,0.01672,0.02996,0.239,0.02555,14.472,-15.896,73.455,7.279,60.768,20.24,19.954,40.187,0.331,26.003,MS,24.44,68.084,7.828,34.768
1096,15/02/2019 15:00,0.01456,0.01575,0.03031,0.309,0.02442,MS,MS,17.208,-16.38,76.813,10.297,7.943,0.00063,0.01282,0.01734,0.03015,0.232,0.0232,13.356,-16.329,75.659,8.454,62.568,10.243,13.862,24.101,0.25,27.016,MS,23.264,70.656,9.892,34.055
1097,15/02/2019 16:00,0.01174,0.01643,0.02816,0.298,0.02247,MS,MS,17.655,-16.745,76.649,10.983,4.135,0.00079,0.01127,0.01807,0.02934,0.258,0.02194,14.402,-16.805,79.459,11.176,38.763,5.091,10.375,15.465,0.227,28.823,MS,21.101,69.812,8.703,12.614
1098,15/02/2019 17:00,0.00772,0.01811,0.02584,0.297,0.02044,MS,MS,16.573,-16.881,77.591,10.634,359.103,0.00062,0.01027,0.02178,0.03205,0.291,0.01732,13.93,-16.86,82.553,9.43,27.869,3.425,12.171,15.599,0.261,27.945,MS,21.073,69.778,8.346,1.754
1099,15/02/2019 18:00,0.00169,0.0172,0.01889,0.273,0.02145,MS,MS,15.154,-17.171,79.479,9.829,348.112,0.00079,0.00782,0.02797,0.03579,0.297,0.0127,15.915,-16.789,84.438,9.838,349.939,1.604,14.42,16.031,0.25,25.262,MS,24.108,72.198,7.782,342.056
1100,15/02/2019 19:00,0.00058,0.01837,0.01896,0.272,0.01981,MS,MS,15.756,-17.368,85.004,12.787,345.407,0.00083,0.00228,0.02521,0.02749,0.273,0.01399,17.201,-17.033,88.073,12.046,341.413,1.423,17.642,19.075,0.255,21.208,MS,25.721,75.153,7.569,332.147
1101,15/02/2019 20:00,0.00038,0.01735,0.01772,0.274,0.02065,MS,MS,15.778,-17.29,86.152,13.028,342.128,0.0009,0.0031,0.02558,0.02867,0.266,0.01385,17.049,-17.075,88.103,11.772,346.526,0.854,14.598,15.466,0.229,25.275,MS,20.992,74.165,9.346,323.879
1102,15/02/2019 21:00,0.00024,0.01241,0.01265,0.23,0.02796,MS,MS,11.328,-17.422,86.125,14.034,339.439,0.00042,0.00174,0.01977,0.0215,0.234,0.02057,13.416,-17.154,87.862,13.308,339.902,0.711,9.725,10.454,0.184,34.558,MS,9.571,73.502,8.662,328.081
1103,15/02/2019 22:00,0.00022,0.0108,0.01101,0.209,0.03123,MS,MS,9.334,-17.038,87.611,10.995,329.873,0.00046,0.00084,0.01858,0.01941,0.213,0.02415,9.454,-17.101,89.436,9.301,330.132,0.279,10.103,10.403,0.186,34.501,MS,8.23,75.868,6.994,318.579
1104,15/02/2019 23:00,0.0001,0.01098,0.01109,0.221,0.02947,MS,MS,11.396,-16.525,89.283,10.141,331.674,0.00041,0.00183,0.02481,0.02661,0.224,0.01919,10.283,-16.557,93.271,7.195,325.393,0.59,12.93,13.545,0.212,27.918,MS,12.397,77.751,6.913,318.892
1105,16/02/2019 0:00,0.00021,0.01529,0.0155,0.264,0.02067,MS,MS,16.386,-16.18,89.571,10.471,334.936,0.00048,0.00157,0.02687,0.02845,0.259,0.01303,14.331,-16.086,92.783,8.223,332.91,1.242,15.12,16.39,0.237,20.771,MS,18.561,78.231,10.015,329.347
1106,16/02/2019 1:00,0.00034,0.0172,0.01755,0.286,0.01655,MS,MS,19.35,-16.366,88.851,12.834,343.127,0.00042,0.00154,0.02072,0.02225,0.263,0.0134,18.069,-15.927,90.259,12.738,339.85,1.285,15.844,17.16,0.248,17.97,MS,23.879,76.48,10.133,327.235
1107,16/02/2019 2:00,0.00038,0.02075,0.02113,0.273,0.01495,MS,MS,17.412,-17.165,88.74,10.429,348.531,Z,Z,Z,Z,Z,Z,17.811,-16.416,89.402,11.627,351.656,1.152,16.256,17.444,0.252,17.076,MS,25.42,76.795,8.873,324.85
1108,16/02/2019 3:00,0.00056,0.01703,0.0176,0.273,0.01635,MS,MS,20.563,-16.752,87.53,13.3,333.562,0.00076,0.0026,0.02375,0.02635,0.273,0.011,19.255,-16.43,87.292,12.292,343.777,Z,Z,Z,0.248,17.285,MS,24.576,74.214,12.563,334.233
1109,16/02/2019 4:00,0.00024,0.01355,0.01379,0.25,0.01925,MS,MS,19.925,-16.371,87.582,15.498,334.925,0.00086,0.00153,0.02167,0.02319,0.263,0.01253,18.238,-16.112,86.052,12.291,334.759,0.483,16.218,16.739,Z,Z,MS,23.846,75.947,9.262,315.934
1110,16/02/2019 5:00,0.00038,0.01587,0.01625,0.274,0.01538,MS,MS,20.74,-16.176,87.692,15.25,333.742,0.00082,0.00199,0.01985,0.02183,0.261,0.01241,19.184,-15.879,86.168,16.331,336.174,1.189,14.616,15.842,0.244,18.021,MS,19.729,74.839,14.09,328.368
1111,16/02/2019 6:00,0.00046,0.01473,0.01519,0.272,0.01513,MS,MS,18.912,-16.493,87.01,20.697,333.906,0.00091,0.00184,0.01923,0.02106,0.277,0.01128,18.992,-16.068,85.676,19.653,342.355,1.307,14.855,16.198,0.245,15.938,MS,17.395,73.87,15.066,329.951
1112,16/02/2019 7:00,0.00066,0.01149,0.01215,0.241,0.01995,MS,MS,14.639,-16.958,85.407,22.503,334.107,0.00091,0.00116,0.01569,0.01684,0.24,0.01598,14.787,-16.519,81.603,19.358,336.484,1.714,12.531,14.279,0.223,20.153,MS,14.183,71.842,17.436,333.85
1113,16/02/2019 8:00,0.00036,0.00924,0.0096,0.218,0.02329,MS,MS,11.606,-17.073,86.187,21.68,332.278,0.00094,0.00191,0.01644,0.01834,0.227,0.01681,12.515,-16.689,84.032,15.754,332.06,1.506,11.06,12.598,0.209,22.202,MS,11.342,71.965,18.588,332.502
1114,16/02/2019 9:00,0.0012,0.00865,0.00985,0.218,0.02524,MS,MS,9.248,-17.014,87.208,21.576,336.133,0.00075,0.00315,0.0145,0.01765,0.215,0.0199,10.942,-16.677,84.371,17.628,339.975,2.169,9.691,11.894,0.206,24.49,MS,10.207,72.341,15.848,330.51
1115,16/02/2019 10:00,0.0026,0.00768,0.01028,0.218,0.02622,MS,MS,9.195,-16.882,86.325,25.535,339.717,0.00078,0.00398,0.01117,0.01514,0.212,0.02364,11.268,-16.501,83.223,19.656,336.194,2.866,7.537,10.434,0.2,28.244,MS,9.221,72.373,18.2,334.175
1116,16/02/2019 11:00,0.00378,0.00691,0.0107,0.225,0.02671,MS,MS,8.893,-16.665,86.833,26.487,339.337,0.00098,0.00575,0.01051,0.01626,0.218,0.02423,11.143,-16.295,83.369,21.407,338.61,3.722,6.771,10.523,0.202,28.647,MS,9.65,71.864,19.302,334.011
1117,16/02/2019 12:00,0.00393,0.00616,0.01009,0.22,0.02837,MS,MS,8.597,-16.432,84.085,26.428,341.078,0.00079,0.00491,0.0086,0.0135,0.209,0.02655,10.206,-16.066,80.234,24.392,337.787,3.886,6.234,10.148,0.197,29.499,MS,8.698,70.372,18.609,334.468
1118,16/02/2019 13:00,0.00396,0.00569,0.00965,0.21,0.03011,MS,MS,8.092,-16.012,82.045,29.615,335.354,0.00084,0.0045,0.00765,0.01214,0.198,0.02839,9.496,-15.666,75.466,25.412,340.663,3.83,5.899,9.756,0.196,30.892,MS,8.651,68.728,17.216,332.332
1119,16/02/2019 14:00,0.0038,0.00558,0.00938,0.219,0.03088,MS,MS,7.601,-15.325,82.703,24.688,336.181,0.00104,0.00625,0.00962,0.01587,0.206,0.02772,9.302,-14.964,77.338,21.515,339.259,4.09,6.273,10.39,0.194,31.597,MS,8.054,68.786,17.474,334.875
1120,16/02/2019 15:00,0.00324,0.00568,0.00892,0.226,0.03146,MS,MS,7.834,-15.021,83.543,23.942,336.861,0.00084,0.00484,0.00871,0.01355,0.205,0.02916,8.149,-14.597,78.046,21.286,339.105,3.324,5.759,9.105,0.196,32.055,MS,7.85,68.718,18.626,331.937
1121,16/02/2019 16:00,0.00231,0.00578,0.00809,0.228,0.03209,MS,MS,8.092,-14.776,84.706,24.111,335.195,0.00067,0.00356,0.00889,0.01245,0.208,0.02973,8.946,-14.352,79.89,20.206,337.3,3.162,6.589,9.773,0.197,31.763,MS,7.676,70.53,17.535,333.767
1122,16/02/2019 17:00,0.00163,0.00727,0.0089,0.222,0.03067,MS,MS,6.408,-14.844,85.731,21.001,343.137,0.00059,0.00263,0.01015,0.01278,0.205,0.02826,6.86,-14.407,83.052,19.208,343.987,2.41,7.294,9.724,0.197,32.328,MS,8.734,72.646,15.53,332.938
1123,16/02/2019 18:00,0.00066,0.00871,0.00936,0.219,0.02866,MS,MS,6.227,-15.095,87.639,19.187,348.395,0.00044,0.00174,0.01307,0.01481,0.201,0.02516,6.392,-14.752,87.48,15.828,348.654,1.61,8.156,9.782,0.2,31.789,MS,7.761,75.57,12.971,336.482
1124,16/02/2019 19:00,0.00032,0.01073,0.01105,0.218,0.02595,MS,MS,7.03,-15.297,88.627,18.518,345.626,0.0005,0.0012,0.01359,0.01479,0.198,0.02417,6.688,-14.987,87.279,17.588,346.938,1.102,8.39,9.511,0.201,30.256,MS,7.518,76.153,13.214,339.235
1125,16/02/2019 20:00,0.00034,0.01039,0.01074,0.218,0.02531,MS,MS,7.114,-15.38,88.002,18.774,348.935,0.00039,0.00132,0.01309,0.01441,0.195,0.02317,6.975,-15.093,86.976,19.039,344.136,1.208,8.552,9.777,0.189,28.952,MS,8.948,75.695,14.122,338.533
1126,16/02/2019 21:00,0.00027,0.00924,0.0095,0.216,0.02569,MS,MS,7.556,-15.563,87.405,17.659,353.355,0.00037,0.00097,0.01342,0.01439,0.207,0.02171,7.587,-15.175,86.403,16.644,342.093,1.372,8.546,9.934,0.188,27.613,MS,8.936,75.125,14.162,339.309
1127,16/02/2019 22:00,0.00029,0.00925,0.00954,0.222,0.02592,MS,MS,8.252,-15.707,87.97,20.914,346.452,0.00045,0.00089,0.01223,0.01312,0.201,0.02324,8.518,-15.444,87.698,18.243,343.046,1.584,8.293,9.892,0.189,27.541,MS,9.246,75.62,15.318,335.995
1128,16/02/2019 23:00,0.00019,0.00754,0.00773,0.215,0.02874,MS,MS,9.003,-15.796,84.628,21.582,345.09,0.00034,0.00124,0.01061,0.01185,0.193,0.02567,9.169,-15.499,83.049,20.214,344.499,1.493,7.19,8.698,0.19,29.165,MS,8.079,73.878,16.114,338.164
1129,17/02/2019 0:00,0.00017,0.00706,0.00724,0.223,0.02939,MS,MS,13.843,-16.191,84.528,21.071,349.192,0.00039,0.0011,0.00996,0.01106,0.211,0.02665,13.79,-15.866,83.267,20.447,346.179,1.475,7.369,8.855,0.192,28.998,MS,10.444,74.68,14.226,338.577
1130,17/02/2019 1:00,0.00017,0.00776,0.00793,0.219,0.02839,MS,MS,12.733,-16.477,85.983,19.894,350.817,0.00037,0.00172,0.01281,0.01453,0.219,0.02409,14.468,-16.122,83.229,17.636,347.142,1.115,7.146,8.272,0.192,29.279,MS,6.719,74.22,14.351,341.333
1131,17/02/2019 2:00,0.00011,0.00746,0.00756,0.222,0.02769,MS,MS,11.097,-16.427,86.194,18.088,344.024,Z,Z,Z,Z,Z,Z,12.718,-16.157,84.032,17.779,344.596,1.417,8.057,9.483,0.202,27.292,MS,7.098,73.742,152.784,182.057
1132,17/02/2019 3:00,0.00018,0.00744,0.00762,0.218,0.02671,MS,MS,9.332,-16.436,87.219,19.271,336.09,0.00035,0.00085,0.01045,0.0113,0.206,0.02421,10.779,-16.146,84.236,18.283,343.309,Z,Z,Z,0.196,27.229,MS,4.361,74.096,15.302,333.664
1133,17/02/2019 4:00,0.00024,0.0074,0.00764,0.211,0.02589,MS,MS,8.033,-16.566,85.736,22.029,337.313,0.00038,0.00093,0.00983,0.01076,0.2,0.02376,9.543,-16.267,83.541,18.563,339.913,1.367,7.898,9.272,Z,Z,MS,3.594,73.806,16.977,332.072
1134,17/02/2019 5:00,0.00018,0.00641,0.00659,0.17,0.03242,MS,MS,4.289,-16.783,85.263,21.836,341.748,0.00047,0.00085,0.00821,0.00906,0.165,0.02959,5.322,-16.49,83.335,22.172,342.662,1.552,7.211,8.77,0.182,27.869,MS,4.511,72.573,18.616,334.937
1135,17/02/2019 6:00,0.00034,0.00784,0.00817,0.186,0.02784,MS,MS,5.924,-16.893,86.326,23.088,338.052,0.00067,0.00109,0.01036,0.01145,0.178,0.02595,6.337,-16.654,86.729,21.225,339.801,1.8,8.191,9.997,0.182,26.54,MS,5.685,73.903,13.922,336.705
1136,17/02/2019 7:00,0.00043,0.00723,0.00765,0.172,0.0286,MS,MS,5.307,-17.175,83.987,26.406,338.282,0.00063,0.0011,0.0094,0.0105,0.171,0.02635,5.992,-16.84,83.236,21.54,340.131,1.316,6.812,8.134,0.168,28.785,MS,6.443,73.209,16.261,332.492
1137,17/02/2019 8:00,0.00035,0.00729,0.00764,0.166,0.02877,MS,MS,5.299,-17.404,83.886,20.81,342.387,0.0005,0.00123,0.00942,0.01065,0.164,0.02678,5.97,-17.062,81.362,19.964,347.796,1.494,5.965,7.463,0.156,30.208,MS,5.171,73.059,16.448,334.906
1138,17/02/2019 9:00,0.00128,0.00808,0.00936,0.169,0.02675,MS,MS,6.047,-17.471,85.035,17.292,344.172,0.00052,0.00283,0.011,0.01383,0.169,0.02465,7.056,-17.192,83.322,18.441,352.83,2.094,6.925,9.024,0.17,27.82,MS,8.973,73.605,14.197,334.7
1139,17/02/2019 10:00,0.00178,0.00546,0.00724,0.169,0.02729,MS,MS,7.023,-17.671,85.107,19.836,349.958,0.00054,0.00343,0.00833,0.01176,0.174,0.02504,8.829,-17.296,84.04,20.995,346.501,3.12,6.883,10.007,0.194,25.223,MS,14.407,73.095,12.909,336.961
1140,17/02/2019 11:00,0.00304,0.0052,0.00824,0.174,0.02719,MS,MS,7.449,-17.686,85.432,17.111,350.159,0.00064,0.00552,0.00848,0.01399,0.185,0.02457,9.335,-17.207,82.248,17.807,342.905,3.773,5.923,9.699,0.201,26.402,MS,14.085,72.86,11.54,342.75
1141,17/02/2019 12:00,0.00444,0.00511,0.00955,0.19,0.02665,MS,MS,7.749,-17.397,84.327,17.799,349.739,0.00069,0.00599,0.00755,0.01354,0.193,0.02426,9.834,-16.947,77.531,18.452,349.677,4.456,5.168,9.627,0.204,26.633,MS,16.075,69.293,14.241,339.021
1142,17/02/2019 13:00,0.00394,0.00379,0.00772,0.192,0.02684,MS,MS,8.44,-16.935,81.919,16.812,352.549,0.00082,0.00713,0.00733,0.01445,0.195,0.02412,10.184,-16.351,72.4,16.471,353.163,4.77,4.967,9.74,0.207,26.265,MS,16.214,67.169,11.876,346.482
1143,17/02/2019 14:00,0.00403,0.00436,0.00839,0.198,0.02629,MS,MS,8.176,-16.846,80.696,16.905,356.116,0.00094,0.00659,0.00742,0.01401,0.194,0.02419,9.349,-16.173,70.046,18.317,356.815,4.177,5,9.181,0.209,26.267,MS,14.823,66.549,10.387,355.427
1144,17/02/2019 15:00,0.00397,0.00495,0.00892,0.203,0.02632,MS,MS,8.128,-17.005,80.852,15.785,352.422,0.00107,0.00679,0.00831,0.01509,0.198,0.02326,9.431,-16.194,72.617,15.174,1.648,3.546,4.863,8.41,0.194,26.88,MS,13.425,68.704,9.179,15.63
1145,17/02/2019 16:00,0.00491,0.00728,0.01218,0.208,0.02489,MS,MS,8.329,-16.922,80.914,13.615,343.587,0.00132,0.00524,0.00835,0.01359,0.194,0.02366,9.148,-16.438,72.113,14.824,358.554,3.052,5.277,8.329,0.192,27.151,MS,11.533,69.111,9.337,11.318
1146,17/02/2019 17:00,0.00393,0.00887,0.01279,0.208,0.02447,MS,MS,9.061,-17.147,80.286,10.599,357.328,0.00104,0.00425,0.0097,0.01395,0.187,0.02366,8.616,-16.747,72.98,13.072,8.368,2.189,5.571,7.76,0.186,27.687,MS,11.105,69.069,8.679,2.928
1147,17/02/2019 18:00,0.00222,0.01364,0.01586,0.208,0.02039,MS,MS,9.474,-17.405,82.204,8.136,348.854,0.00071,0.00322,0.01409,0.01732,0.199,0.02068,8.84,-17.175,76.389,9.875,2.721,1.794,7.72,9.513,0.208,25.501,MS,8.958,71.727,6.122,22.563
1148,17/02/2019 19:00,0.00045,0.01518,0.01562,0.195,0.01794,MS,MS,9.379,-17.622,82.912,7.05,338.112,0.00066,0.00292,0.02026,0.02318,0.201,0.01435,8.876,-17.734,82.838,6.404,39.454,0.5,10.038,10.539,0.199,22.73,MS,7.075,73.843,7.271,29.784
