1921,22/03/2022 0:00,-0.00006,0.00688,0.00682,0.181,C,MS,MS,2.032,3.595,38.596,7.481,316.176,0.00031,0.00094,0.01483,0.01577,0.189,0.0296,4.029,2.66,41.397,4.913,282.471,0.031,6.915,6.935,0.185,34.209,MS,1.236,44.996,5.539,299.75
1922,22/03/2022 1:00,-0.00008,0.00734,0.00726,0.176,C,MS,MS,1.72,2.831,41.745,4.694,314.321,0.00029,0.00084,0.01631,0.01714,0.204,0.02697,2.224,2.032,44.209,4.472,278.028,0.031,6.479,6.5,0.183,34.326,MS,1.038,46.82,5.463,298.488
1923,22/03/2022 2:00,0.00015,0.009,0.00915,0.178,C,MS,MS,2.147,2.441,43.858,1.758,318.203,Z,Z,Z,Z,Z,Z,2.217,1.272,47.527,5.718,266.741,0.019,6.874,6.879,0.2,33.613,MS,0.923,48.185,4.893,305.023
1924,22/03/2022 3:00,0.00163,0.03214,0.03376,0.201,C,MS,MS,2.921,1.501,47.153,1.888,102.686,0.00025,0.00068,0.01136,0.01204,0.183,0.03117,1.844,1.372,47.101,5.896,277.871,0.029,8.654,8.668,0.159,30.381,MS,0.937,50.283,5.338,317.124
1925,22/03/2022 4:00,Z,Z,Z,Z,C,MS,MS,3.018,1.127,49.075,2.303,46.916,0.00021,0.00268,0.0217,0.02437,0.201,0.01924,2.661,0.282,51.569,6.313,272.982,Z,Z,Z,Z,Z,MS,0.884,53.993,4.537,325.731
1926,22/03/2022 5:00,0.00587,0.03594,0.04181,0.245,C,MS,MS,5.44,0.546,51.914,2.431,171.382,0.00017,0.00096,0.02036,0.02132,0.2,0.02168,4.857,0.623,49.006,4.924,254.732,1.139,28.298,29.425,0.31,11.16,MS,1.012,57.863,3.624,325.762
1927,22/03/2022 6:00,0.07139,0.05118,0.12258,0.34,C,MS,MS,8.636,-0.512,66.334,2.419,187.198,0.00025,0.01245,0.03992,0.05237,0.319,0.00279,12.285,0.414,50.703,2.297,229.995,0.525,26.223,26.736,0.282,14.198,MS,2.021,55.009,2.783,285.588
1928,22/03/2022 7:00,0.04704,0.04031,0.08735,0.391,C,MS,MS,6.659,-0.45,63.933,1.753,173.193,0.00051,0.02137,0.04034,0.06171,0.364,0.00134,11.386,0.001,53.135,2.71,221.64,5.178,31.723,36.888,0.461,8.461,MS,4.178,57.705,0.73,307.706
1929,22/03/2022 8:00,0.04512,0.04199,0.0871,0.478,C,MS,MS,8.5,-0.01,58.774,2.318,175.924,0.00085,0.04291,0.0396,0.08251,0.465,0.0039,14.558,0.273,53.041,1.848,231.867,27.882,37.617,65.486,0.539,4.671,MS,8.154,60.188,2.071,296.763
1930,22/03/2022 9:00,0.04095,0.03478,0.07572,0.497,C,MS,MS,11.093,3.23,47.97,1.54,195.416,0.00104,0.03463,0.03152,0.06615,0.418,0.01267,9.379,2.704,45.808,2.205,212.883,18.964,27.603,46.553,0.355,13.26,MS,6.079,48.482,3.69,289.058
1931,22/03/2022 10:00,0.01248,0.0201,0.03258,0.277,C,MS,MS,C,5.448,35.358,4.999,174.823,0.00049,0.00688,0.01358,0.02047,0.261,0.03155,4.369,5.996,36.199,5.684,175.111,6.749,18.691,25.427,0.259,24.218,MS,4.951,35.059,1.734,196.625
1932,22/03/2022 11:00,0.00398,0.00791,0.01188,0.192,C,MS,MS,C,7.934,31.618,10.025,178.196,0.0001,0.00132,0.00342,0.00473,0.163,0.04378,1.459,8.661,30.695,12.324,162.157,2.78,9.692,12.458,0.192,36.452,MS,3.951,27.517,8.73,161.783
1933,22/03/2022 12:00,0.00236,0.00465,0.00701,0.174,0.04428,MS,MS,4.166,9.988,27.494,9.865,167.476,0.00009,0.00099,0.00247,0.00346,0.154,0.04557,2.001,10.338,27.334,11.975,157.242,1.739,6.394,8.119,0.184,40.39,MS,3.303,25.031,8.171,153.821
1934,22/03/2022 13:00,0.00152,0.0038,0.00532,0.171,0.0458,MS,MS,4.236,11.418,26.065,9.734,160.263,0.00007,0.00077,0.00212,0.00288,0.151,0.04726,1.676,11.789,25.778,11.282,156.054,0.788,3.438,4.211,0.156,44.762,MS,2.669,23.383,8.832,157.98
1935,22/03/2022 14:00,0.00132,0.00344,0.00476,0.153,0.04832,MS,MS,4.23,13.045,24.411,9.086,148.606,0.00007,0.00063,0.00189,0.00253,0.152,0.05054,1.12,13.448,23.997,11.16,150.107,0.795,3.567,4.347,0.157,44.528,MS,2.922,23.799,7.911,141.108
1936,22/03/2022 15:00,0.00179,0.0039,0.00569,0.151,0.04983,MS,MS,4.007,14.132,23.751,8.651,148.723,0.00006,0.00062,0.00201,0.00263,0.156,0.05116,1.142,14.372,24.095,11.221,148.055,0.665,3.432,4.083,0.155,46.105,MS,3.116,23.211,7.445,162.463
1937,22/03/2022 16:00,0.00099,0.00467,0.00566,0.153,0.04851,MS,MS,7.252,14.607,24.283,6.773,139.475,0.00005,0.00044,0.00195,0.00239,0.154,0.05133,1.125,14.706,24.735,10.929,158.374,0.528,4.166,4.68,0.154,45.09,MS,2.921,23.9,4.271,198.575
1938,22/03/2022 17:00,0.00054,0.00515,0.00568,0.157,0.04635,MS,MS,9.666,14.579,25.707,3.067,216.089,0.00005,0.00047,0.00373,0.00421,0.164,0.04764,1.255,14.635,26.371,5.28,169.715,0.078,1.806,1.869,0.133,41.172,MS,1.659,28.482,11.795,296.576
1939,22/03/2022 18:00,0.00061,0.00669,0.00731,0.138,0.03666,MS,MS,2.374,14.337,29.246,7.137,269.703,0.00002,0.00048,0.00313,0.00361,0.147,0.04066,0.748,14.785,28.401,6.98,287.973,0.117,2.8,2.901,0.147,37.611,MS,2.049,31.137,10.484,293.217
1940,22/03/2022 19:00,0.00065,0.01167,0.01232,0.151,0.02902,MS,MS,3.35,13.185,32.354,8.324,275.628,0.00001,0.00018,0.00393,0.00411,0.147,0.037,0.834,13.493,31.844,5.473,285.745,0.05,3.499,3.533,0.157,34.944,MS,2.477,34.775,6.722,296.808
1941,22/03/2022 20:00,0.00001,0.00875,0.00877,0.149,0.03024,MS,MS,4.573,12.333,34.559,8.799,272.942,0.00007,0.00017,0.01045,0.01062,0.193,0.02784,1.793,12.056,35.253,4.871,249.569,0.025,5.385,5.392,0.177,31.699,MS,2.835,37.797,4.76,305.767
1942,22/03/2022 21:00,0.01006,0.03317,0.04323,0.18,0.00617,MS,MS,5.283,11.019,37.549,3.532,232.725,0.00029,0.00037,0.02222,0.02259,0.272,0.01535,4.441,10.732,39.26,2.521,215.714,0.03,4.64,4.653,0.174,30.913,MS,1.812,39.835,5.264,306.15
1943,22/03/2022 22:00,0.00506,0.02562,0.03068,0.187,0.01108,MS,MS,5.133,10.132,39.41,4.911,222.285,0.0005,0.00023,0.01374,0.01396,0.206,0.0241,3.791,10.463,39.364,6.3,231.765,0.029,5.42,5.433,0.17,29.099,MS,1.518,42.703,5.296,291.392
1944,22/03/2022 23:00,0.00036,0.01931,0.01967,0.183,0.01422,MS,MS,5.745,8.373,45.152,6.38,189.94,0.00067,0.00159,0.02154,0.02314,0.257,0.01255,5.107,8.799,45.705,2.866,224.64,0.036,9.216,9.235,0.156,25.323,MS,0.752,44.748,5.204,301.507
1945,23/03/2022 0:00,0.00051,0.01785,0.01836,0.177,0.01517,MS,MS,5.515,7.647,46.381,6.662,214.159,0.00058,0.00163,0.02081,0.02244,0.236,0.00999,6.258,7.434,50.411,3.058,255.723,0.033,6.655,6.671,0.153,26.707,MS,0.688,45.232,5.749,293.806
1946,23/03/2022 1:00,0.00176,0.01508,0.01684,0.162,0.01715,MS,MS,4.906,6.509,49.836,3.036,200.885,0.00015,0.00135,0.01572,0.01707,0.184,0.01375,4.003,5.998,54.144,3.861,245.729,0.02,4.343,4.346,0.147,27.924,MS,0.262,43.676,5.693,297.903
1947,23/03/2022 2:00,0.00645,0.02857,0.03503,0.228,0.00149,MS,MS,4.377,4.392,60.206,2.961,117.284,Z,Z,Z,Z,Z,Z,3.045,4.68,58.849,1.429,227.455,0.141,5.61,5.734,0.157,25.296,MS,0.403,44.228,2.036,295.524
1948,23/03/2022 3:00,0.00736,0.02764,0.03499,0.223,0.00061,MS,MS,3.779,3.025,69.406,1.294,149.021,0.00008,0.00295,0.02086,0.02381,0.194,0.00492,6.026,3.913,63.807,0.787,346.738,0.249,9.057,9.288,0.156,21.962,MS,1.066,45.171,2.252,275.284
1949,23/03/2022 4:00,Z,Z,Z,Z,Z,MS,MS,4.424,2.209,75.089,1.118,357.41,0.00017,0.02065,0.02594,0.04659,0.24,0.00037,18.49,2.804,71.764,1.656,212.069,Z,Z,Z,Z,Z,MS,1.092,50.345,1.667,300.739
1950,23/03/2022 5:00,0.0232,0.02636,0.04958,0.25,0.00044,MS,MS,3.839,1.03,81.459,0.918,142.592,0.0001,0.00625,0.02181,0.02805,0.211,0.00354,3.648,3.024,67.294,2.852,244.013,1.981,19.663,21.627,0.261,11.107,MS,1.727,57.446,0.638,92.044
1951,23/03/2022 6:00,0.05581,0.02675,0.08265,0.336,0.00048,MS,MS,6.129,0.52,90.663,1.161,78.72,0.00016,0.01515,0.02529,0.04043,0.266,0.00161,6.791,3.252,64.794,2.721,237.053,2.894,26.356,29.234,0.269,6.018,MS,3.83,56.548,1.178,53.158
1952,23/03/2022 7:00,0.09806,0.03408,0.13213,0.539,0.00062,MS,MS,8.061,0.719,94.244,0.951,133.401,0.00034,0.01971,0.02359,0.04334,0.293,0.00146,7.199,2.896,66.857,2.657,273.02,8.99,30.575,39.55,0.311,4.342,MS,5.885,54.593,0.334,51.116
1953,23/03/2022 8:00,0.09693,0.03168,0.12868,0.602,0.00114,MS,MS,8.258,1.776,84.126,0.556,242.099,0.00059,0.06344,0.02875,0.09218,0.41,0.00163,20.716,3.387,67.07,2.249,282.627,18.267,32.2,50.453,0.444,4.056,MS,7.932,52.619,0.569,293.342
1954,23/03/2022 9:00,0.11906,0.0356,0.15469,0.617,0.00131,MS,MS,15.895,3.835,76.853,0.99,331.688,0.00043,0.04004,0.02702,0.06698,0.467,0.00304,9.559,5.51,57.094,3.467,260.581,28.518,33.401,61.908,0.563,3.646,MS,8.802,51.485,2.11,335.159
1955,23/03/2022 10:00,0.1628,0.04184,0.2045,0.861,0.00115,MS,MS,26.952,4.529,73.842,0.519,172.138,0.00048,0.0498,0.03,0.07981,0.525,0.00189,8.939,6.09,55.184,3.251,278.777,39.039,34.645,73.624,0.582,3.296,MS,10.78,49.79,2.68,279.162
1956,23/03/2022 11:00,0.19018,0.04851,0.23869,1.038,0.00138,MS,MS,38.352,5.448,69.526,2.372,209.765,0.00046,0.04493,0.02953,0.07447,0.538,0.00235,7.587,6.472,53.529,3.341,242.191,43.194,36.855,80.037,0.55,3.512,MS,10.846,47.77,0.436,303.139
1957,23/03/2022 12:00,0.09583,0.03725,0.13308,0.772,0.00214,MS,MS,28.513,7.419,55.28,3.147,198.119,0.00048,0.01859,0.0237,0.0423,0.375,0.0057,5.169,7.341,49.748,1.812,212.317,42.118,38.536,80.678,0.52,5.454,MS,11.677,39.777,2.379,211.527
1958,23/03/2022 13:00,0.05005,0.03457,0.08462,0.55,0.00341,MS,MS,19.318,9.432,45.987,0.693,212.671,0.00068,0.01797,0.02425,0.04222,0.353,0.00732,5.084,9.633,42.91,3.708,180.425,7.016,23.051,30.068,0.248,18.865,MS,6.194,29.575,6.314,200.797
1959,23/03/2022 14:00,0.0253,0.02559,0.05086,0.369,0.01215,MS,MS,12.438,11.851,36.91,4.486,185.61,0.00063,0.01215,0.02176,0.03391,0.32,0.01349,3.015,12.24,35.417,5.741,196.054,3.563,17.297,20.841,0.254,22.094,MS,5.386,27.38,3.513,170.145
1960,23/03/2022 15:00,0.00925,0.01855,0.02779,0.269,0.01655,MS,MS,7.881,13.397,33.055,4.567,192.483,0.00056,0.00993,0.01857,0.0285,0.319,0.01642,2.401,14.297,32.664,4.233,205.954,0.62,5.473,6.093,0.156,37.153,MS,4.044,18.469,14.152,275.35
1961,23/03/2022 16:00,0.01484,0.02028,0.03504,0.285,0.0194,MS,MS,8.561,15.837,26.056,3.897,144.391,0.00036,0.0141,0.01985,0.03395,0.45,0.01685,4.457,16.077,29.02,2.438,132.146,0.199,1.515,1.705,0.115,42.77,MS,4.414,14.957,16.492,280.53
1962,23/03/2022 17:00,0.00337,0.00571,0.00901,0.133,0.04059,MS,MS,6.164,18.395,16.636,11.259,275.878,0.00013,0.00194,0.00515,0.00709,0.175,0.04249,1.47,19.19,16.793,4.297,210.746,0.178,1.546,1.717,0.096,41.885,MS,4.395,14.833,16.996,286.552
1963,23/03/2022 18:00,0.00086,0.00413,0.00498,0.103,0.04232,MS,MS,4.7,17.962,16.215,13.043,286.075,0.00003,0.00066,0.00265,0.0033,0.136,0.04921,1.333,18.63,13.916,12.319,257.738,0.102,1.615,1.71,0.096,40.715,MS,4.307,16.154,15.085,286.325
1964,23/03/2022 19:00,0.0002,0.00321,0.00341,0.104,0.0419,MS,MS,4.411,15.909,19.63,15.624,289.395,0.00004,0.00051,0.00526,0.00577,0.147,0.04362,1.397,16.577,17.569,9.104,272.868,0.029,2.38,2.403,0.099,37.636,MS,4.132,22.058,13.989,294.362
1965,23/03/2022 20:00,0.00025,0.00952,0.00976,0.127,0.03163,MS,MS,4.29,12.941,26.846,11.161,279.489,0.00005,0.00071,0.00772,0.00843,0.159,0.03616,1.884,13.168,25.752,9.794,270.758,-0.009,3.753,3.739,0.116,33.652,MS,4.298,29.402,7.037,304.592
1966,23/03/2022 21:00,0.00004,0.00623,0.00627,0.137,0.0334,MS,MS,4.85,11.461,31.215,11.244,300.351,0.00008,0.00031,0.01085,0.01115,0.201,0.02963,3.456,10.949,31.315,4.188,243.178,0.016,3.992,4.004,0.131,32.887,MS,3.62,33.318,7.138,294.883
1967,23/03/2022 22:00,0.00018,0.00872,0.00891,0.144,0.03019,MS,MS,3.592,10.822,33.459,8.761,295.499,0.00011,0.00053,0.01496,0.01549,0.22,0.02246,4.579,8.617,38.157,4.598,234.991,0.005,6.142,6.144,0.149,30.201,MS,3.266,36.876,6.075,311.423
1968,23/03/2022 23:00,0.00007,0.0032,0.00327,0.132,0.03647,MS,MS,4.344,5.809,64.871,30.117,358.189,0.00018,0.00063,0.00686,0.00749,0.169,0.03359,26.51,6.47,58.235,22.652,0.5,0.109,2.529,2.635,0.132,34.317,MS,1.652,62.019,20.378,12.782
1969,24/03/2022 0:00,0.00006,0.00172,0.00179,0.142,0.04322,MS,MS,2.474,3.891,64.905,37.065,353.694,0.00015,0.00043,0.00319,0.00363,0.162,0.04237,23.854,4.544,62.169,28.216,352.059,0.087,1.685,1.77,0.136,40.736,MS,0.555,62.877,23.932,1.191
1970,24/03/2022 1:00,0.00002,0.0015,0.00152,0.149,0.04561,MS,MS,0.374,0.35,98.524,38.972,348.342,0.00005,0.0001,0.00229,0.00239,0.159,0.04638,2.308,1.093,95.948,29.036,341.675,0.099,1.691,1.788,0.133,42.101,MS,-0.022,88.626,33.027,0.774
1971,24/03/2022 2:00,0.00001,0.00174,0.00176,0.151,0.04474,MS,MS,-0.001,-0.522,99.559,28.023,340.352,Z,Z,Z,Z,Z,Z,0.39,0.838,98.023,23.399,338.048,0.125,1.757,1.881,0.133,42.737,MS,-0.116,79.394,20.344,343.812
1972,24/03/2022 3:00,0.00005,0.00192,0.00198,0.148,0.04371,MS,MS,-0.109,-0.159,99.727,23.538,329.445,0.0001,0.00011,0.00458,0.00469,0.159,0.04351,0.139,0.975,91.523,19.376,334.653,0.076,1.559,1.636,0.135,42.57,MS,-0.283,69.486,21.598,338.644
1973,24/03/2022 4:00,Z,Z,Z,Z,Z,MS,MS,-0.202,0.776,71.143,25.786,323.844,0.00017,0.00035,0.00346,0.00381,0.159,0.04433,-0.166,1.555,64.713,15.678,322.594,Z,Z,Z,Z,Z,MS,-0.328,57.737,16.341,326.67
1974,24/03/2022 5:00,0.00008,0.00294,0.00302,0.149,0.04167,MS,MS,-0.157,1.145,58.901,21.07,321.962,0.00027,0.00035,0.00417,0.00451,0.163,0.04279,0.096,1.88,53.257,18.908,328.16,0.033,2.272,2.306,0.127,40.685,MS,-0.34,52.982,15.516,329.456
1975,24/03/2022 6:00,0,0.00319,0.00319,0.157,0.04037,MS,MS,-0.004,1.216,54.603,18.951,321.478,0.00018,0.00237,0.0086,0.01097,0.181,0.03771,1.182,1.801,51.336,11.859,319.847,0.045,2.76,2.807,0.133,39.574,MS,-0.277,49.863,13.306,329.677
1976,24/03/2022 7:00,0.00004,0.0056,0.00564,0.167,0.03747,MS,MS,0.168,1.068,52.641,16.417,321.797,0.00022,0.00085,0.00804,0.00889,0.184,0.03754,1.647,1.791,47.826,14.164,327.815,0.045,3.934,3.983,0.139,38.263,MS,-0.148,48.73,11.308,328.918
1977,24/03/2022 8:00,0.00032,0.00692,0.00724,0.18,0.03596,MS,MS,0.37,1.153,51.046,13.642,316.359,0.00025,0.00301,0.01515,0.01815,0.219,0.02852,2.567,1.282,57.599,8.486,304.425,0.243,5.254,5.502,0.149,36.53,MS,0.076,50.472,8.224,319.225
1978,24/03/2022 9:00,0.00102,0.00646,0.00748,0.177,0.03665,MS,MS,0.454,1.547,48.187,12.471,314.066,0.00032,0.00368,0.01277,0.01645,0.217,0.03019,1.936,1.194,63.55,8.634,278.276,0.644,4.904,5.556,0.145,35.657,MS,0.171,55.727,8.25,302.921
1979,24/03/2022 10:00,0.00079,0.00225,0.00304,0.154,0.04232,MS,MS,0.009,2.779,42.201,17.251,330.771,0.00037,0.00427,0.00802,0.01229,0.192,0.03812,1.759,2.629,47.914,9.864,322.67,0.627,2.621,3.254,0.136,39.427,MS,-0.029,46.734,11.298,326.038
1980,24/03/2022 11:00,0.00067,0.0019,0.00258,0.154,0.04367,MS,MS,-0.019,3.717,37.338,16.957,340.986,0.00024,0.00302,0.00534,0.00836,0.181,0.04262,1.276,4.06,34.654,11.035,336.436,0.446,1.933,2.388,0.179,41.518,MS,-0.131,34.552,11.193,348.891
1981,24/03/2022 12:00,0.00039,0.0014,0.00179,0.151,0.04583,MS,MS,-0.072,4.938,31.446,10.953,345.491,0.00017,0.0017,0.00364,0.00534,0.178,0.04574,0.849,4.897,29.512,8.638,331.715,0.294,1.486,1.788,0.125,43.009,MS,0.641,32.117,5.62,354.279
1982,24/03/2022 13:00,0.00012,0.00236,0.00248,0.153,0.04543,MS,MS,0.065,4.108,34.742,15.252,343.809,0.00015,0.00077,0.00351,0.00428,0.169,0.04667,0.728,5.597,27.146,4.55,316.544,0.076,1.648,1.73,0.123,43.717,MS,0.664,48.085,11.253,288.986
1983,24/03/2022 14:00,0.00078,0.0038,0.00458,0.166,0.04345,MS,MS,0.423,2.116,65.726,12.076,343.949,0.00019,0.00295,0.00783,0.01078,0.199,0.04052,2.368,3.254,52.793,16.171,347.25,0.301,2.406,2.714,0.14,42.29,MS,0.147,63.645,2.795,317.343
1984,24/03/2022 15:00,0.00003,0.00157,0.00159,0.157,0.04692,MS,MS,0.014,4.17,39.313,8.787,326.624,0.0003,0.00092,0.00438,0.00531,0.176,0.04577,1.081,4.153,45.613,6.563,319.173,0.358,2.499,2.865,0.143,42.639,MS,0.173,41.727,9.407,7.945
1985,24/03/2022 16:00,0.00004,0.00254,0.00258,0.16,0.04552,MS,MS,0.166,3.885,39.674,9.648,312.658,0.00026,0.00098,0.00454,0.00552,0.177,0.04513,1.295,4.266,38.202,11.341,343.649,0.197,1.875,2.081,0.135,43.298,MS,-0.03,39.674,9.255,335.832
1986,24/03/2022 17:00,0.00014,0.00224,0.00238,0.163,0.04506,MS,MS,0.001,3.923,33.311,17.431,3.556,0.00039,0.001,0.00491,0.0059,0.177,0.04371,1.693,4.317,33.424,10.741,353.74,0.261,2.064,2.334,0.133,42.385,MS,-0.031,34.923,10.115,31.027
1987,24/03/2022 18:00,-0.00009,0.00233,0.00224,0.161,0.04509,MS,MS,-0.012,4.29,30.731,2.414,340.913,0.00012,0.00048,0.0036,0.00408,0.163,0.0449,0.869,4.229,31.136,7.584,3.53,0.124,2.072,2.206,0.129,42.53,MS,0.043,31.151,4.58,40.99
1988,24/03/2022 19:00,-0.00041,0.00283,0.00242,0.159,0.04372,MS,MS,-0.026,3.543,29.692,1.539,293.61,0.00023,0.00018,0.00892,0.0091,0.187,0.03877,1.399,3.693,30.071,2.053,279.659,0.139,5.381,5.531,0.145,38.965,MS,1.139,31.851,2.354,202.392
1989,24/03/2022 20:00,-0.00046,0.00655,0.00608,0.179,0.03413,MS,MS,0.678,1.122,48.219,1.887,90.303,0.0002,0.00008,0.01665,0.01674,0.232,0.02408,2.764,1.381,40.059,1.761,172.228,0.014,14.625,14.649,0.283,26.16,MS,3.373,41.392,1.007,27.536
1990,24/03/2022 21:00,0.00209,0.0334,0.03549,0.364,0.00674,MS,MS,5.278,-0.099,48.596,2.868,160.649,0.00018,-0.00013,0.01378,0.01365,0.239,0.02637,2.561,0.31,48.056,4.279,208.537,2.102,31.284,33.397,0.388,8.137,MS,6.421,50.9,1.007,357.314
1991,24/03/2022 22:00,0.0002,0.03461,0.03482,0.342,0.00455,MS,MS,5.242,-1.117,56.81,0.966,129.1,0.00028,0.00072,0.02253,0.02325,0.233,0.01624,2.23,-0.339,53.127,2.645,221.252,8.892,37.004,45.907,0.464,2.289,MS,4.702,55.646,1.136,10.481
1992,24/03/2022 23:00,0.02466,0.03859,0.06325,0.502,0.00079,MS,MS,7.086,-2.006,63.626,1.509,151.329,0.00014,0.00036,0.02441,0.02477,0.241,0.01072,4.149,-1.111,57.97,1.742,218.222,15.987,37.22,53.226,0.574,2.18,MS,4.803,59.3,1.266,328.339
1993,25/03/2022 0:00,0.03413,0.03493,0.06906,0.496,0.00042,MS,MS,7.286,-2.607,77.914,1.122,145.44,0.00017,0.00044,0.02046,0.0209,0.225,0.01072,3.243,-1.986,66.388,1.193,156.258,15.791,35.797,51.599,0.504,2.177,MS,4.735,62.035,0.964,32.336
1994,25/03/2022 1:00,0.03282,0.03581,0.06863,0.471,0.00041,MS,MS,6.24,-3.256,89.762,1.213,126.013,0.00008,0.00106,0.02116,0.02222,0.242,0.00733,3.364,-2.785,78.191,1.647,131.556,13.066,34.489,47.566,0.431,2.356,MS,3.38,65.317,1.363,32.178
1995,25/03/2022 2:00,0.04604,0.03827,0.08431,0.471,0.00044,MS,MS,7.623,-3.673,99.83,1.188,115.962,Z,Z,Z,Z,Z,Z,4.792,-3.907,97.295,1.788,129.976,7.061,32.825,39.921,0.367,2.908,MS,1.852,68.329,0.713,52.841
1996,25/03/2022 3:00,0.05811,0.04135,0.09945,0.524,0.00055,MS,MS,9.386,-3.938,96.95,1.635,104.91,0.00006,0.0058,0.02028,0.02608,0.201,0.00052,3.105,-3.706,100.09,1.913,108.279,10.835,34.975,45.822,0.493,2.019,MS,1.46,71.961,1.092,331.763
1997,25/03/2022 4:00,Z,Z,Z,Z,Z,MS,MS,5.703,-4.521,99.842,1.6,134.42,0.00005,0.00427,0.01988,0.02415,0.173,0.00385,3.687,-4.328,100.091,3.087,116.499,Z,Z,Z,Z,Z,MS,1.415,76.211,1.424,294.266
1998,25/03/2022 5:00,0.01403,0.03125,0.04528,0.285,0.00074,MS,MS,2.554,-4.295,99.899,2.481,130.281,0.00007,0.001,0.01271,0.01371,0.169,0.01063,2.583,-4.83,99.877,3.882,117.846,14.848,28.902,43.764,0.404,1.953,MS,1.452,77.925,1.739,300.04
1999,25/03/2022 6:00,0.02293,0.03448,0.05741,0.345,0.00044,MS,MS,3.935,-3.562,99.975,2.135,127.43,0.00007,0.00482,0.01698,0.02181,0.188,0.00638,4.043,-4.375,99.819,3.572,114.165,6.071,25.436,31.521,0.293,2.454,MS,1.977,75.82,2.007,297.363
2000,25/03/2022 7:00,0.01875,0.02971,0.04845,0.343,0.00084,MS,MS,3.512,-3.741,99.977,3.423,115.306,0.00009,0.0089,0.01824,0.02713,0.2,0.00614,4.442,-4.168,99.853,3.961,123.081,10.098,25.436,35.549,0.286,2.303,MS,2.42,75.885,2.158,308.198
2001,25/03/2022 8:00,0.03101,0.03014,0.06115,0.347,0.0029,MS,MS,6.714,-3.021,99.901,1.012,148.034,0.00006,0.00453,0.01385,0.01839,0.198,0.00973,3.246,-3.17,99.86,1.504,126.926,22.453,25.974,48.44,0.336,3.865,MS,5.498,75.502,0.716,174.065
2002,25/03/2022 9:00,0.0228,0.02542,0.04822,0.27,0.0075,MS,MS,11.008,-1.9,99.783,4.194,180.343,0.00008,0.00467,0.01111,0.01578,0.189,0.01519,3.435,-1.7,99.95,1.584,135.679,9.868,20.208,30.088,0.25,12.294,MS,4.722,72.759,7.546,161.769
2003,25/03/2022 10:00,0.00975,0.01663,0.02638,0.227,0.01762,MS,MS,8.456,-0.318,80.97,4.448,156.809,0.00007,0.00248,0.00628,0.00877,0.167,0.02605,3.119,0.356,86.325,7.275,149.321,3.864,11.352,15.227,0.185,21.558,MS,2.968,66.573,7.855,156.488
2004,25/03/2022 11:00,0.00375,0.00906,0.01281,0.186,0.02657,MS,MS,5.057,1.421,65.982,7.479,161.232,0.0001,0.00058,0.002,0.00258,0.135,0.03497,1.395,1.8,65.042,14.173,154.724,2.894,8.326,11.231,0.166,25.638,MS,2.755,62.724,8.382,173.44
2005,25/03/2022 12:00,0.00183,0.00423,0.00606,0.174,0.03324,MS,MS,2.577,2.685,54.775,10.142,165.171,0.00009,0.00058,0.00176,0.00234,0.135,0.03543,1.327,2.824,56.595,14.298,161.121,2.27,7.059,9.339,0.166,27.969,MS,2.697,57.408,7.104,157.572
2006,25/03/2022 13:00,0.00126,0.00363,0.00488,0.161,0.03264,MS,MS,2.428,3.358,54.416,10.63,171.772,0.0001,0.00077,0.00218,0.00296,0.133,0.03415,1.794,3.671,55.475,13.705,154.763,1.652,5.757,7.418,0.167,30.445,MS,2.412,52.705,8.522,151.213
2007,25/03/2022 14:00,0.00155,0.0032,0.00475,0.166,0.0343,MS,MS,2.793,4.885,48.564,12.551,162.182,0.00012,0.00077,0.00193,0.0027,0.138,0.03598,2.318,5.376,47.265,14.347,153.802,2.094,5.225,7.327,0.162,30.47,MS,2.878,49.671,9.582,156.971
2008,25/03/2022 15:00,0.00146,0.00305,0.00451,0.192,0.0361,MS,MS,3.167,6.215,42.279,11.696,153.555,0.00012,0.0007,0.00186,0.00256,0.138,0.0381,2.554,6.444,42.231,13.489,151.039,1.449,4.241,5.697,0.163,32.634,MS,3.001,43.656,10.476,145.639
2009,25/03/2022 16:00,0.00126,0.00298,0.00424,0.171,0.03971,MS,MS,3.706,7.312,37.728,9.889,149.203,0.00011,0.00044,0.00157,0.00201,0.142,0.04305,2.823,7.828,36.301,12.897,147.106,1.309,4.274,5.59,0.162,34.587,MS,3.079,39.227,10.472,154.397
2010,25/03/2022 17:00,0.00054,0.00203,0.00257,0.165,0.04375,MS,MS,12.527,8.091,33.428,11.48,156.703,0.00008,0.00031,0.0016,0.00191,0.143,0.04534,2.48,8.28,33.583,12.76,142.574,0.924,4.317,5.247,0.153,37.898,MS,3.903,35.746,10.768,150.038
2011,25/03/2022 18:00,0.00029,0.00333,0.00362,0.167,0.0435,MS,MS,5.014,7.959,31.596,10.055,144.301,0.00007,0.00054,0.00319,0.00373,0.153,0.04265,2.432,7.62,35.002,9.392,134.715,0.422,3.788,4.216,0.149,40.462,MS,3.667,33.902,12.341,149.731
2012,25/03/2022 19:00,0.00001,0.00684,0.00686,0.183,0.03883,MS,MS,5.241,7.468,32.166,6.513,132.481,0.00006,0.00051,0.00723,0.00774,0.165,0.0336,4.069,6.7,39.13,5.446,125.497,0.212,6.241,6.458,0.16,38.649,MS,3.707,32.773,9.618,147.914
