90,04/01/2018 17:00,0.03052,0.04031,0.07085,0.591,0.00315,MS,MS,9.431,NS,MS,3.713,343.327,0.00184,0.03062,0.04179,0.07242,0.606,0.00224,5.119,1.451,62.147,4.656,281.078,7.795,25.35,33.189,0.284,16.84,MS,6.558,62.558,6.36,308.542
91,04/01/2018 18:00,0.02883,0.04282,0.07171,0.608,0.00098,MS,MS,11.945,NS,MS,1.233,325.909,0.00166,0.0462,0.04376,0.08997,0.889,-0.00015,7.125,-0.871,71.777,3.281,256.798,5.062,27.327,32.415,0.261,13.659,MS,2.73,66.676,6.627,311.232
92,04/01/2018 19:00,0.04179,0.04124,0.08304,0.948,0.00076,MS,MS,11.328,NS,MS,0.239,76.764,0.00139,0.03874,0.04392,0.08268,0.605,-0.00002,9.601,-2.195,76.694,5.626,258.4,2.27,21.304,23.614,0.219,17.979,MS,2.677,68.195,6.681,312.206
93,04/01/2018 20:00,0.10423,0.04594,0.15018,1.234,0.001,MS,MS,15.99,NS,MS,1.377,1.802,0.00117,0.05603,0.04475,0.1008,0.715,-0.00002,12.087,-3.936,85.776,2.234,269.67,2.489,25.359,27.888,0.226,14.184,MS,2.981,70.484,5.327,317.907
94,04/01/2018 21:00,0.10786,0.04808,0.15594,1.248,0.00154,MS,MS,17.275,NS,MS,3.091,347.768,0.00107,0.04796,0.04526,0.09323,0.621,-0.00008,12.129,-4.523,85.178,4.052,271.188,4.051,30.404,34.491,0.288,9.368,MS,3.697,72.986,5.594,329.49
95,04/01/2018 22:00,0.11399,0.04899,0.16295,1.352,0.00129,MS,MS,15.647,NS,MS,1.29,299.862,0.00085,0.0442,0.04457,0.08878,0.558,-0.00007,12.201,-5.179,86.531,5.175,263.47,4.964,31.656,36.681,0.252,8.729,MS,3.899,73.48,5.579,320.937
96,04/01/2018 23:00,0.14639,0.05118,0.19755,1.568,0.00164,MS,MS,18.793,NS,MS,1.168,357.521,0.0008,0.04591,0.0438,0.08972,0.563,0.00003,11.803,-6.096,88.314,5.903,271.727,1.46,17.933,19.445,0.175,19.999,MS,1.857,72.345,7.013,319.641
97,05/01/2018 0:00,0.16987,0.05167,0.22153,1.722,0.00168,MS,MS,21.076,NS,MS,0.582,27.424,0.00055,0.0236,0.03699,0.06061,0.374,0.00069,8.281,-6.198,87.776,5.641,269.673,0.976,12.914,13.934,0.149,23.664,MS,1.491,74.453,8.448,306.718
98,05/01/2018 1:00,0.18974,0.05588,0.24563,1.766,0.00165,MS,MS,19.911,NS,MS,1,315.184,0.00041,0.01264,0.03255,0.0452,0.283,0.00328,6.488,-6.153,87.303,5.72,272.795,1.094,12.638,13.783,0.141,22.974,MS,1.351,76.177,8.855,311.363
99,05/01/2018 2:00,0.16127,0.05241,0.21368,1.521,0.00138,MS,MS,15.913,NS,MS,1.774,297.849,Z,Z,Z,Z,Z,Z,5.448,-6.457,86.827,8.235,272.47,1.038,11.839,12.923,0.126,23.46,MS,0.872,75.256,8.74,311.296
100,05/01/2018 3:00,0.15702,0.05249,0.20948,1.471,0.00142,MS,MS,16.409,NS,MS,1.853,327.652,0.00038,0.00764,0.02868,0.03633,0.241,0.00606,4.722,-6.64,86.551,7.618,277.926,0.901,10.779,11.446,0.126,24.62,MS,0.65,74.726,9.717,308.569
101,05/01/2018 4:00,0.12885,0.0489,0.17777,1.236,0.00112,MS,MS,13.561,NS,MS,0.684,332.775,0.00027,0.00972,0.03109,0.04082,0.217,0.00467,4.163,-6.659,86.748,7.18,273.524,0.997,10.929,12.045,0.117,24.463,MS,0.651,75.641,9.729,308.57
102,05/01/2018 5:00,0.11684,0.04884,0.16569,1.035,0.0012,MS,MS,13.937,NS,MS,0.572,27.953,0.00037,0.01157,0.02996,0.04154,0.203,0.00589,3.665,-6.429,86.213,8.384,272.611,1.042,10.22,11.308,0.135,25.097,MS,0.596,75.854,9.94,307.938
103,05/01/2018 6:00,0.10852,0.04583,0.15431,0.928,0.00105,MS,MS,10.299,NS,MS,0.614,139.258,0.00037,0.0128,0.03126,0.04408,0.205,0.00465,3.454,-6.094,85.212,6.577,267.853,1.109,11.611,12.764,0.134,24.367,MS,0.477,75.045,8.117,310.814
104,05/01/2018 7:00,0.10355,0.04532,0.14888,0.773,0.00088,MS,MS,8.652,NS,MS,1.785,182.735,0.00044,0.01484,0.03359,0.04845,0.24,0.0023,3.311,-6.138,86.461,5.84,260.303,1.524,15.96,17.525,0.154,20.558,MS,0.309,75.087,7.28,326.32
105,05/01/2018 8:00,0.09544,0.04571,0.14111,0.6,0.001,MS,MS,8.336,NS,MS,0.333,251.887,0.00053,0.02442,0.03665,0.06111,0.317,0.00089,3.423,-5.871,86.049,5.234,254.042,16.583,32.355,48.976,0.231,8.143,MS,1.07,76.435,6.317,318.629
106,05/01/2018 9:00,0.12927,0.04953,0.17877,0.721,0.00133,MS,MS,11.065,NS,MS,0.724,349.405,0.00056,0.04117,0.03998,0.08116,0.418,0.00032,4.261,-5.929,86.831,5.613,267.73,10.933,31.35,42.319,0.254,10.067,MS,1.351,75.378,7.011,316.443
107,05/01/2018 10:00,0.19057,0.05852,0.24906,1.112,0.00259,MS,MS,18.024,NS,MS,0.715,146.735,0.00103,0.04076,0.03587,0.07663,0.438,0.00436,5.053,-5.174,83.485,5.38,263.537,18.718,28.494,47.246,0.258,13.135,MS,1.289,71.965,7.828,306.57
108,05/01/2018 11:00,0.19973,0.06335,0.26313,1.103,0.00396,MS,MS,23.609,NS,MS,1.299,163.748,0.0011,0.04758,0.03395,0.08154,0.467,0.00813,4.969,-3.497,78.788,4.728,259.061,15.619,22.258,37.908,0.215,19.227,MS,1.618,65.82,8.456,296.021
109,05/01/2018 12:00,0.10826,0.04427,0.15249,0.857,0.0069,MS,MS,14.078,NS,MS,3.581,184.29,0.00144,0.04398,0.03083,0.07482,0.496,0.01097,5.054,-0.249,69.576,3.945,245.192,17.851,20.325,38.206,0.225,21.372,MS,2.363,60.147,9.37,293.757
110,05/01/2018 13:00,0.07163,0.03828,0.10994,0.644,0.00769,MS,MS,11.614,NS,MS,4.652,194.899,0.00129,0.04131,0.03204,0.07336,0.504,0.00897,5.772,0.388,71.894,3.513,237.671,17.811,19.876,37.715,0.223,22.59,MS,3.126,57.643,10.572,289.322
111,05/01/2018 14:00,0.0527,0.03305,0.08574,0.591,0.01105,MS,MS,11.115,NS,MS,2.388,188.861,0.00153,0.03492,0.02826,0.06319,0.478,0.01224,5.571,2.986,65.392,4.617,257.5,13.883,17.741,31.649,0.236,23.793,MS,2.851,55.643,9.746,290.811
112,05/01/2018 15:00,0.04006,0.03321,0.07326,0.547,0.01116,MS,MS,11.705,NS,MS,2.531,178.944,0.00175,0.04371,0.03189,0.07559,0.461,0.01001,5.469,5.167,58.906,3.846,220.867,9.722,16.405,26.149,0.225,24.656,MS,2.618,52.919,10.086,298.682
113,05/01/2018 16:00,0.04089,0.03634,0.07723,0.604,0.00708,MS,MS,11.958,NS,MS,5.198,204.582,0.00136,0.02572,0.03284,0.05858,0.393,0.00966,4.766,5.501,59.774,5.35,211.657,6.4,16.142,22.562,0.232,24.315,MS,2.375,58.706,8.357,304.857
114,05/01/2018 17:00,0.06019,0.04281,0.10299,0.757,0.00161,MS,MS,13.856,NS,MS,4.32,183.058,0.00106,0.02802,0.04067,0.06868,0.505,0.00335,5.613,3.762,66.305,3.918,231.942,3.735,18.665,22.418,0.202,21.06,MS,3.021,62.331,5.586,306.868
115,05/01/2018 18:00,0.09211,0.04934,0.14178,0.928,0.00086,MS,MS,15.865,NS,MS,1.593,152.883,0.00101,0.05287,0.04503,0.0979,0.707,-0.00047,11.043,1.789,76.116,3.097,248.17,5.512,28.015,33.542,0.27,15.417,MS,3.591,58.833,7.456,287.39
116,05/01/2018 19:00,0.08973,0.04308,0.13279,0.998,0.00073,MS,MS,15.655,NS,MS,1.765,145.018,0.00098,0.08411,0.04466,0.12878,0.818,-0.00033,13.374,0.133,84.988,1.418,287.604,2.82,22.311,25.145,0.234,19.231,MS,2.279,61.312,6.538,304.346
117,05/01/2018 20:00,0.10777,0.04352,0.15128,1.157,0.0008,MS,MS,16.642,NS,MS,1.288,111.539,0.00077,0.07066,0.03985,0.11051,0.709,0.0009,12.235,-0.556,88.938,3.709,229.307,0.882,11.208,12.101,0.162,28.508,MS,1.902,60.522,10.001,311.537
118,05/01/2018 21:00,0.10394,0.04417,0.14812,0.996,0.00079,MS,MS,15.546,NS,MS,0.868,129.631,0.00033,0.00374,0.02269,0.02644,0.27,0.01215,6.964,4.295,69.783,8.979,236.93,0.827,10.101,10.938,0.138,30.12,MS,1.916,58.136,11.853,313.387
119,05/01/2018 22:00,0.09011,0.04253,0.13263,0.949,0.00068,MS,MS,15.075,NS,MS,1.772,158.301,0.00035,0.0022,0.0231,0.0253,0.267,0.01188,6.686,4.122,71.17,7.86,241.868,1.299,11.643,12.948,0.15,27.383,MS,2.447,62.662,12.647,299.186
120,05/01/2018 23:00,0.02531,0.03465,0.05993,0.371,0.00865,MS,MS,5.864,NS,MS,8.058,266.267,0.00039,0.00198,0.0253,0.02729,0.278,0.01099,5.767,4.027,72.965,6.675,253.737,1.538,13.167,14.708,0.146,26.167,MS,2.822,64.359,10.339,283.539
121,06/01/2018 0:00,0.0031,0.028,0.0311,0.331,0.01262,MS,MS,3.372,NS,MS,3.636,257.052,0.00042,0.00166,0.02251,0.02418,0.259,0.01374,4.963,4.281,73.691,5.038,285.286,0.763,9.411,10.176,0.127,29.863,MS,1.964,63.08,9.911,279.144
122,06/01/2018 1:00,0.00787,0.03844,0.0463,0.333,0.00268,MS,MS,4.153,NS,MS,2.065,264.614,0.00029,0.00061,0.01345,0.01407,0.183,0.02246,2.074,4.991,71.544,6.036,285.79,0.539,8.09,8.628,0.123,30.428,MS,1.098,61.432,10.782,278.649
123,06/01/2018 2:00,0.01359,0.03909,0.05267,0.387,0.001,MS,MS,4.679,NS,MS,2.389,141.579,Z,Z,Z,Z,Z,Z,2.696,3.834,77.768,5.213,249.681,0.829,7.165,7.991,0.123,31.809,MS,0.416,62.076,11.911,298.771
124,06/01/2018 3:00,0.00584,0.03539,0.0412,0.316,0.00286,MS,MS,3.919,NS,MS,1.745,205.188,0.0003,0.00111,0.01695,0.01807,0.201,0.01442,2.43,4.05,76.782,6.526,243.307,0.636,6.59,7.168,0.113,31.624,MS,0.647,61.006,10.58,311.395
125,06/01/2018 4:00,0.00567,0.02782,0.0335,0.296,0.01069,MS,MS,2.33,NS,MS,9.535,275.662,0.00037,0.0004,0.01067,0.01108,0.165,0.0224,1.772,4.988,70.39,9.394,251.928,0.66,6.755,7.595,0.122,30.682,MS,1.024,61.088,10.845,308.479
126,06/01/2018 5:00,0.00107,0.01074,0.01181,0.13,0.02936,MS,MS,0.942,NS,MS,17.045,276.97,0.00042,0.00024,0.00346,0.0037,0.131,0.0338,1.318,7.613,52.7,16.482,274.788,0.711,4.777,5.48,0.107,36.264,MS,0.71,47.665,15.532,289.537
127,06/01/2018 6:00,0.00039,0.00753,0.00792,0.129,0.03307,MS,MS,1.217,NS,MS,17.662,283.155,0.00039,0.00019,0.00329,0.00348,0.13,0.03587,1.108,8.045,46.947,14.618,277.847,0.691,5.957,6.639,0.116,34.696,MS,0.706,53.414,12.557,303.946
128,06/01/2018 7:00,0.00023,0.00662,0.00685,0.124,0.03572,MS,MS,0.734,NS,MS,17.802,287.078,0.00028,0.00016,0.00311,0.00328,0.131,0.03777,1.088,7.78,44.912,16.435,284.651,0.572,4.607,5.168,0.111,37.784,MS,0.615,51.729,15.152,308.849
129,06/01/2018 8:00,0.00046,0.00698,0.00743,0.124,0.03529,MS,MS,1.113,NS,MS,21.641,286.44,0.00027,0.00021,0.00555,0.00577,0.141,0.03579,1.078,7.079,45.732,12.35,277.135,0.594,4.789,5.371,0.124,37.517,MS,0.905,49.786,16.001,305.676
130,06/01/2018 9:00,0.00041,0.00641,0.00681,0.125,0.03547,MS,MS,0.803,NS,MS,22.082,285.458,0.00018,0.00029,0.00537,0.00567,0.138,0.03579,1.144,7.33,43.201,13.209,285.989,0.899,7.586,8.472,0.121,34.575,MS,1.143,49.296,13.765,309.783
131,06/01/2018 10:00,0.00148,0.00902,0.01051,0.146,0.0324,MS,MS,1.074,NS,MS,18.245,292.634,0.0003,0.00058,0.00457,0.00516,0.14,0.03636,1.093,7.319,43.301,12.311,286.546,1.646,8.263,9.895,0.136,33.215,MS,1.044,51.47,10.844,309.861
132,06/01/2018 11:00,0.00184,0.00876,0.0106,0.166,0.03112,MS,MS,1.194,NS,MS,17.25,314.823,0.00035,0.00221,0.00939,0.01161,0.174,0.03153,1.49,7.336,44.158,7.157,318.806,2.822,10.867,13.669,0.175,30.024,MS,1.312,49.563,10.14,315.056
133,06/01/2018 12:00,0.00342,0.01119,0.0146,0.183,0.02828,MS,MS,1.525,NS,MS,14.665,310.028,0.00102,0.00439,0.01306,0.01747,0.201,0.02744,1.943,7.203,46.5,6.659,300.583,10.418,20.562,30.963,0.301,21.747,MS,3.784,50.959,6.729,298.943
134,06/01/2018 13:00,0.0045,0.00817,0.01268,0.217,0.02977,MS,MS,2.901,NS,MS,15.935,5.83,0.00118,0.00519,0.01093,0.01613,0.197,0.02886,2.149,6.757,51.802,13.377,356.806,2.113,4.493,6.605,0.166,34.114,MS,2.106,51.725,11.479,355.542
135,06/01/2018 14:00,0.00318,0.00704,0.01022,0.211,0.02934,MS,MS,3.695,NS,MS,18.298,6.184,0.00067,0.00371,0.00846,0.01219,0.201,0.02852,2.849,4.152,63.296,17.41,3.454,1.417,3.369,4.764,0.141,33.897,MS,3.089,60.91,10.115,355.419
136,06/01/2018 15:00,0.0024,0.00578,0.00818,0.206,0.03087,MS,MS,3.774,NS,MS,16.146,12.872,0.00077,0.00311,0.00738,0.0105,0.192,0.03002,3.331,3.972,59.297,18.647,5.568,1.291,3.469,4.74,0.155,34.292,MS,3.908,60.615,10.871,350.597
137,06/01/2018 16:00,0.00243,0.00956,0.01198,0.24,0.02772,MS,MS,4.555,NS,MS,8.58,2.307,0.00069,0.00253,0.00984,0.01239,0.214,0.02784,3.259,3.719,59.842,8.599,4.536,0.902,3.945,4.827,0.153,34.151,MS,3.321,59.104,5.693,351.493
138,06/01/2018 17:00,0.00088,0.01196,0.01284,0.231,0.0241,MS,MS,4.824,NS,MS,1.643,235.53,0.00058,0.00325,0.02155,0.02481,0.268,0.01635,5.29,2.592,66.854,3.148,230.276,0.748,6.715,7.44,0.188,30.816,MS,2.881,62.644,1.621,147.725
139,06/01/2018 18:00,0.00276,0.02529,0.02807,0.336,0.01107,MS,MS,8.188,NS,MS,3.744,182.525,0.00046,0.00231,0.03088,0.03321,0.373,0.00719,8.628,0.875,75.047,6.07,186.061,0.863,21.762,22.6,0.247,16.827,MS,4.323,68.735,3.224,155.899
140,06/01/2018 19:00,0.00388,0.03325,0.03712,0.404,0.00361,MS,MS,10.392,NS,MS,4.107,181.72,0.00056,0.00219,0.03351,0.03572,0.391,0.00415,9.613,-0.393,79.805,2.644,207.645,1.574,25.904,27.452,0.286,12.892,MS,5.996,74.046,3.884,184.736
141,06/01/2018 20:00,0.00571,0.03418,0.03991,0.392,0.00246,MS,MS,12.808,NS,MS,2.052,156.264,0.0005,0.00413,0.03274,0.03688,0.36,0.00457,10,-1.608,84.367,3.639,209.609,0.48,13.147,13.6,0.19,24.503,MS,4.359,70.252,4.981,182.241
142,06/01/2018 21:00,0.0052,0.03576,0.04096,0.39,0.0012,MS,MS,13.574,NS,MS,1.077,96.094,0.00059,0.00187,0.03044,0.03233,0.312,0.00692,9.658,-1.524,80.987,2.333,227.239,0.353,14.278,14.603,0.168,23.398,MS,3.835,66.772,5.044,176.805
143,06/01/2018 22:00,0.01812,0.03822,0.05636,0.496,0.00063,MS,MS,14.051,NS,MS,1.024,37.636,0.00042,0.00176,0.02861,0.03039,0.293,0.00859,8.703,-1.638,80.208,2.562,273.756,0.118,7.155,7.243,0.15,31.147,MS,2.146,60.18,7.612,193.835
144,06/01/2018 23:00,0.01648,0.03597,0.05246,0.434,0.00473,MS,MS,8.901,NS,MS,3.126,215.813,0.00034,0.00197,0.03303,0.03503,0.297,0.00505,8.111,-1.532,81.715,0.638,213.623,0.12,7.207,7.296,0.139,31.511,MS,1.704,59.436,7.387,188.068
145,07/01/2018 0:00,0.00422,0.03343,0.03765,0.347,0.00524,MS,MS,5.272,NS,MS,2.232,179.168,0.00068,0.02834,0.0426,0.07102,0.405,-0.0001,8.245,-1.125,81.446,2.752,175.193,0.118,7.785,7.872,0.149,30.407,MS,2.358,60.994,3.951,179.232
146,07/01/2018 1:00,0.00794,0.03654,0.04447,0.397,0.00203,MS,MS,7.967,NS,MS,3.635,185.427,0.00048,0.01562,0.03895,0.05459,0.459,-0.00018,8.705,-1.754,85.417,3.038,189.742,1.426,21.363,22.756,0.217,16.813,MS,3.811,66.231,0.361,124.868
147,07/01/2018 2:00,0.00302,0.0317,0.03473,0.345,0.005,MS,MS,6.61,NS,MS,2.191,196.585,Z,Z,Z,Z,Z,Z,9.273,-2.306,84.903,4.241,247.581,3.019,19.725,22.71,0.194,18.267,MS,2.429,60.549,6.665,315.179
148,07/01/2018 3:00,0.00243,0.02099,0.02344,0.242,0.01557,MS,MS,3.057,NS,MS,8.259,287.059,0.00061,0.01718,0.03756,0.05476,0.275,0.00167,8.375,-2.795,85.411,2.591,204.057,0.899,7.887,8.731,0.143,28.048,MS,-0.182,54.129,9.878,302.699
149,07/01/2018 4:00,0.00043,0.00984,0.01026,0.166,0.02578,MS,MS,0.8,NS,MS,12.407,308.256,0.0005,0.00992,0.03266,0.0426,0.246,0.00461,6.658,-2.29,77.13,5.078,232.545,1.009,11.472,12.325,0.142,25.353,MS,-0.309,56.605,6.6,306.831
150,07/01/2018 5:00,0.00044,0.00977,0.01021,0.174,0.02633,MS,MS,0.734,NS,MS,13.408,314.565,0.00041,0.00771,0.03263,0.04036,0.218,0.00475,5.595,-2.323,73.451,3.403,237.147,1.464,16.779,18.211,0.161,21.316,MS,0.019,58.12,4.549,312.177
151,07/01/2018 6:00,0.00451,0.01889,0.02342,0.208,0.01811,MS,MS,1.805,NS,MS,6.082,314.844,0.00058,0.0287,0.03683,0.06556,0.248,0.00217,5.387,-2.435,73.385,3.863,243.73,1.096,15.515,16.584,0.156,21.695,MS,-0.108,58.059,4.413,299.901
152,07/01/2018 7:00,0.00964,0.0372,0.04684,0.28,0.00209,MS,MS,3.974,NS,MS,3.537,145.644,0.00039,0.01191,0.0338,0.04574,0.229,0.00168,4.753,-4.1,78.346,1.49,167.321,2.425,21.438,23.841,0.169,16.564,MS,-0.118,59.937,6.303,305.679
153,07/01/2018 8:00,0.0273,0.0378,0.0651,0.343,0.00052,MS,MS,4.357,NS,MS,2.136,166.466,0.00038,0.02738,0.03903,0.06644,0.293,0.00032,4.834,-4.269,79.099,1.882,224.362,1.641,16.859,18.481,0.177,20.9,MS,0.084,59.242,7.265,307.232
154,07/01/2018 9:00,0.06168,0.04008,0.10177,0.428,0.00077,MS,MS,5.921,NS,MS,2.405,170.144,0.00028,0.01746,0.03341,0.0509,0.252,0.00054,4.681,-5.644,83.931,1.527,206.197,2.716,21.174,23.854,0.216,17.942,MS,0.428,59.183,5.7,303.378
155,07/01/2018 10:00,0.06432,0.03661,0.10093,0.445,0.00247,MS,MS,6.436,NS,MS,4.092,175.764,0.00044,0.02125,0.03076,0.05204,0.34,0.00618,4.596,-4.2,76.264,3.052,237.581,5.695,20.547,26.239,0.213,18.762,MS,1.119,57.276,6.671,299.695
156,07/01/2018 11:00,0.04136,0.02938,0.07073,0.452,0.00853,MS,MS,4.888,NS,MS,2.092,176.152,0.00067,0.04053,0.03197,0.07253,0.368,0.00854,4.069,-1.642,65.762,3.104,211.492,3.966,9.675,13.641,0.186,27.56,MS,0.558,49.248,5.652,316.773
157,07/01/2018 12:00,0.02916,0.02476,0.05392,0.438,0.01422,MS,MS,5.848,NS,MS,3.032,182.427,0.00063,0.0216,0.0221,0.04373,0.348,0.01499,3.558,1.532,54.395,1.5,135.91,4.803,8.421,13.208,0.184,29.24,MS,1.908,44.746,3.628,279.233
158,07/01/2018 13:00,0.0309,0.02734,0.05824,0.423,0.01507,MS,MS,19.475,NS,MS,3.526,192.451,0.00072,0.03061,0.02676,0.0574,0.446,0.0139,3.874,1.721,54.554,1.048,193.403,6.224,10.46,16.678,0.221,27.015,MS,2.665,39.68,3.955,160.862
159,07/01/2018 14:00,0.01927,0.02479,0.04406,0.37,0.01748,MS,MS,16.632,NS,MS,4.127,139.329,0.00053,0.01162,0.01562,0.02727,0.273,0.01973,4.358,0.357,61.656,6.804,96.608,3.845,10.2,14.036,0.229,28.196,MS,3.174,43.095,8.068,146.224
160,07/01/2018 15:00,0.00483,0.01483,0.01966,0.271,0.02059,MS,MS,5.03,NS,MS,3.094,142.051,0.00021,0.00475,0.01347,0.01826,0.199,0.02039,4.114,-1.335,68.852,5.032,123.234,2.727,13.588,16.312,0.245,25.222,MS,3.809,47.898,6.172,139.109
161,07/01/2018 16:00,0.00671,0.01823,0.02494,0.258,0.0177,MS,MS,5.224,NS,MS,4.564,128.804,0.00019,0.00303,0.00996,0.01302,0.179,0.02341,4.485,-1.037,70.817,8.177,127.114,5.901,20.725,26.626,0.255,19.068,MS,4.624,50.582,5.031,141.53
162,07/01/2018 17:00,0.00156,0.0153,0.01686,0.24,0.019,MS,MS,6.674,NS,MS,4.051,109.384,0.00005,0.00115,0.01295,0.01413,0.167,0.02,4.872,-1.882,78.04,6.944,116.84,3.13,22.736,25.869,0.26,14.778,MS,4.867,64.833,5.383,134.177
163,07/01/2018 18:00,0.00028,0.01945,0.01974,0.264,0.01493,MS,MS,11.746,NS,MS,2.552,82.544,0.00009,0.00152,0.02322,0.02477,0.193,0.01104,6.474,-3.066,82.746,5.183,94.583,1.057,22.847,23.911,0.264,13.433,MS,5.149,71.262,4.344,111.708
164,07/01/2018 19:00,0.00077,0.02163,0.0224,0.243,0.01266,MS,MS,6.936,NS,MS,3.589,115.763,-0.00004,0.00329,0.03028,0.03361,0.204,0.00313,7.58,-4.419,87.831,2.685,105.039,0.702,22.135,22.846,0.263,13.926,MS,5.321,74.559,2.799,114.821
165,07/01/2018 20:00,0.00053,0.02701,0.02754,0.257,0.00655,MS,MS,7.93,NS,MS,2.256,80.441,-0.00011,0.00545,0.02976,0.03525,0.252,0.00275,8.024,-5.529,93.07,0.622,148.552,5.97,33.857,39.839,0.326,4.254,MS,8.742,79.344,1.04,354.171
166,07/01/2018 21:00,0.00677,0.03237,0.03914,0.35,0.00106,MS,MS,8.164,NS,MS,0.641,0.856,0.00031,0.03315,0.03878,0.07196,0.369,-0.0003,9.479,-5.677,94.367,2.147,283.375,14.864,37.505,52.384,0.396,2.789,MS,9.155,81.962,4.936,308.799
167,07/01/2018 22:00,0.01779,0.03454,0.05233,0.421,0.0005,MS,MS,8.628,NS,MS,3.089,223.284,0.00051,0.05858,0.0422,0.10082,0.573,-0.00008,12.461,-5.187,93.272,4.452,261.896,6.011,31.879,37.907,0.305,4.772,MS,7.648,82.291,6.76,300.928
168,07/01/2018 23:00,0.02527,0.03593,0.06119,0.454,0.00056,MS,MS,9.555,NS,MS,1.501,173.589,0.0003,0.03124,0.03601,0.06728,0.441,0.00024,11.976,-5.233,92.023,1.983,233.488,5.504,30.779,36.304,0.298,3.865,MS,8.241,83.544,3.696,302.407
169,08/01/2018 0:00,0.03976,0.03639,0.07613,0.511,0.00057,MS,MS,10.281,NS,MS,1.218,96.769,0.00011,0.01689,0.03301,0.04994,0.344,-0.00036,10.39,-5.608,91.009,2.349,129.661,11.226,32.641,43.891,0.323,2.843,MS,7.237,79.998,1.47,145.482
170,08/01/2018 1:00,0.05497,0.03823,0.0932,0.56,0.00073,MS,MS,12.143,NS,MS,1.903,185.78,0.00002,0.01028,0.03163,0.04195,0.327,-0.00036,10.822,-5.824,91.217,1.814,119.611,25.14,37.542,62.709,0.377,1.641,MS,10.445,79.304,0.54,115.796
171,08/01/2018 2:00,0.08009,0.04238,0.12248,0.598,0.00088,MS,MS,14.701,NS,MS,1.616,199.445,Z,Z,Z,Z,Z,Z,12.852,-5.501,91.625,0.062,290.559,22.069,38.334,60.433,0.384,1.556,MS,11.304,73.601,2.119,176.48
172,08/01/2018 3:00,0.09755,0.04457,0.14212,0.627,0.0009,MS,MS,18.586,NS,MS,1.521,157.444,0.00013,0.0199,0.03397,0.0539,0.353,-0.00031,9.71,-4.088,85.238,2.598,171.445,25.38,39.765,64.611,0.398,1.461,MS,8.94,69.989,3.235,80.601
173,08/01/2018 4:00,0.09344,0.04257,0.13601,0.606,0.00086,MS,MS,16.263,NS,MS,1.43,127.388,0.00028,0.03468,0.03762,0.07233,0.39,-0.00048,8.461,-3.598,84.602,0.628,49.632,17.097,36.83,55.882,0.383,3.116,MS,6.42,61.367,3.389,283.981
174,08/01/2018 5:00,0.06995,0.04154,0.11149,0.533,0.00071,MS,MS,14.211,NS,MS,0.41,168.51,0.00011,0.0212,0.03621,0.05745,0.313,-0.00017,7.069,-3.638,83.922,3.933,160.019,2.473,26.902,29.406,0.256,14.067,MS,2.024,50.611,2.611,248.602
175,08/01/2018 6:00,0.09271,0.04317,0.13588,0.565,0.00084,MS,MS,15.612,NS,MS,1.341,139.619,0.00033,0.04395,0.04549,0.08943,0.294,0.00014,5.329,-1.145,71.472,2.505,203.183,1.064,18.997,20.092,0.223,26.349,MS,0.542,45.927,2.531,349.108
176,08/01/2018 7:00,0.11014,0.04518,0.15533,0.651,0.00079,MS,MS,12.954,NS,MS,N,N,0.00049,0.05682,0.04368,0.10088,0.422,-0.00039,6.313,-2.657,78.742,1.403,301.085,0.635,11.132,11.797,0.173,34.991,MS,0.125,41.473,8.183,322.775
177,08/01/2018 8:00,0.08103,0.04669,0.12771,0.551,0.00075,MS,MS,8.223,NS,MS,1.975,148.095,0.00064,0.05947,0.04395,0.10332,0.521,0.00138,5.831,-1.02,72.298,3.814,226.092,1.397,14.125,15.55,0.215,31.752,MS,2.951,45.95,10.367,292.708
178,08/01/2018 9:00,0.0439,0.04519,0.0891,0.528,0.00097,MS,MS,5.695,NS,MS,5.022,150.853,0.00041,0.019,0.03361,0.05265,0.358,0.00879,2.932,0.534,64.721,9.407,233.184,2.921,17.169,20.117,0.214,28.09,MS,3.744,50.764,14.172,287.854
179,08/01/2018 10:00,0.07935,0.04897,0.1283,0.827,0.0022,MS,MS,10.944,NS,MS,7.017,84.097,0.00039,0.00702,0.02625,0.03332,0.297,0.0149,2.826,1.291,63.465,9.688,242.377,5.264,19.305,24.595,0.233,25.32,MS,6.388,52.553,10.682,303.24
180,08/01/2018 11:00,0.08161,0.04811,0.12972,0.835,0.00401,MS,MS,10.965,NS,MS,3.932,104.188,0.00083,0.05161,0.04317,0.09487,0.417,0.00458,4.98,1.716,67.099,3.088,119.071,5.332,16.039,21.395,0.202,28.285,MS,0.86,51.082,7.434,320.338
181,08/01/2018 12:00,0.06382,0.04345,0.10726,0.62,0.00937,MS,MS,11.366,NS,MS,4.531,113.977,0.00057,0.02343,0.02882,0.05231,0.328,0.01339,4.435,1.624,69.094,5.825,132.021,10.618,17.157,27.798,0.206,28.673,MS,3.542,46.289,9.708,306.773
182,08/01/2018 13:00,0.05403,0.03927,0.09326,0.475,0.01136,MS,MS,14.012,NS,MS,5.068,148.811,0.00055,0.01347,0.02168,0.0352,0.29,0.02114,4.836,3.231,61.423,8.801,191.639,5.092,9.532,14.645,0.226,35.826,MS,3.673,40.394,11.137,293.875
